Feature,Importance
categorical__Strength_EQ 125MG HYDROCHLORIDE,0.0
categorical__Strength_EQ 125MG BASE/VIAL,0.0
categorical__Strength_EQ 125MG BASE/5ML,0.0
categorical__Strength_EQ 125MG BASE,0.0
categorical__Strength_EQ 120MG BASE,0.0
categorical__Strength_EQ 12.5MG BASE/ML,0.0
categorical__Strength_EQ 12.5MG BASE/250ML (EQ 0.05MG BASE/ML),0.0
categorical__Strength_EQ 12.5MG BASE,0.0
categorical__Strength_EQ 12.5MG ACID/PACKET,0.0
categorical__Strength_EQ 18MG BASE,0.0
categorical__Strength_EQ 1GM BASE,0.0
categorical__Strength_EQ 12% BASE,0.0
categorical__Strength_EQ 2.5MG BASE;EQ 10MG BASE,0.0
categorical__Strength_EQ 20MG BASE/10ML (EQ 2MG BASE/ML),0.0
categorical__Strength_EQ 20MG BASE/100ML (EQ 0.2MG BASE/ML),0.0
categorical__Strength_EQ 200MG TARTRATE,0.0
categorical__Ingredient_APREMILAST,0.0
categorical__Strength_EQ 200MG BASE/VIAL,0.0
categorical__Strength_EQ 200MG BASE/8ML (EQ 25MG BASE/ML),0.0
categorical__Strength_EQ 200MG BASE/5ML,0.0
categorical__Strength_EQ 200MG BASE/2ML (EQ 100MG BASE/ML),0.0
categorical__Strength_EQ 200MG BASE/100ML,0.0
categorical__Strength_EQ 200MG BASE,0.0
categorical__Strength_EQ 200MCG BASE/50ML (EQ 4MCG BASE/ML),0.0
categorical__Strength_EQ 200MCG BASE/2ML (EQ 100MCG BASE/ML),0.0
categorical__Strength_EQ 2.5MG BASE;EQ 40MG BASE,0.0
categorical__Strength_EQ 2.5MG BASE;EQ 20MG BASE,0.0
categorical__Strength_EQ 2.5MG BASE;10MG,0.0
categorical__Strength_EQ 1GM BASE/40ML (EQ 25MG BASE/ML),0.0
categorical__Strength_EQ 2.5MG BASE/PACKET,0.0
categorical__Strength_EQ 2.5MG BASE,0.0
categorical__Ingredient_APREPITANT,0.0
categorical__Strength_EQ 2% BASE,0.0
categorical__Strength_EQ 1MG ZINC/ML,0.0
categorical__Strength_EQ 1MG BASE/VIAL,0.0
categorical__Strength_EQ 1MG BASE/ML (EQ 1MG BASE/ML),0.0
categorical__Ingredient_ARFORMOTEROL TARTRATE,0.0
categorical__Strength_EQ 1MG BASE/250ML (EQ 4MCG BASE/ML),0.0
categorical__Strength_EQ 1MG BASE/10ML (EQ 100MCG BASE/ML),0.0
categorical__Strength_EQ 1MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL,0.0
categorical__Strength_EQ 1GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_EQ 1GM BASE/VIAL,0.0
categorical__Strength_EQ 12.5MG ACID,0.0
categorical__Strength_EQ 11MG BASE,0.0
categorical__Strength_EQ 0.15MG/DELIVERY,0.0
categorical__Strength_EQ 0.3MG BASE/ML,0.0
categorical__Strength_EQ 1.5MG BASE,0.0
categorical__Strength_EQ 1.5GM BASE/VIAL,0.0
categorical__Strength_EQ 1.2GM BASE/VIAL,0.0
categorical__Strength_EQ 1.25GM BASE/VIAL,0.0
categorical__Ingredient_ARMODAFINIL,0.0
categorical__Strength_EQ 0.5MG BASE;EQ 50MG BASE,0.0
categorical__Ingredient_ARSENIC TRIOXIDE,0.0
categorical__Ingredient_ASCORBIC ACID,0.0
categorical__Strength_EQ 0.5MG BASE/5ML,0.0
categorical__Strength_EQ 0.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_EQ 0.5% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Ingredient_ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K,0.0
categorical__Strength_EQ 0.4MG COPPER/ML,0.0
categorical__Strength_EQ 0.3MG/DELIVERY,0.0
categorical__Strength_EQ 0.33% BASE,0.0
categorical__Strength_EQ 100MG BASE/100ML,0.0
categorical__Strength_EQ 0.3% BASE;EQ 1% BASE,0.0
categorical__Strength_EQ 0.3% BASE,0.0
categorical__Ingredient_ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE,0.0
categorical__Strength_EQ 0.25MG BASE/VIAL,0.0
categorical__Strength_EQ 0.25MG BASE/ML,0.0
categorical__Strength_EQ 0.25MG BASE/5ML (EQ 0.05MG BASE/ML),0.0
categorical__Strength_EQ 0.25MG BASE,0.0
categorical__Strength_EQ 0.25% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_EQ 0.2% BASE;1%,0.0
categorical__Strength_EQ 0.2% BASE,0.0
categorical__Strength_EQ 0.1MG MANGANESE/ML,0.0
categorical__Strength_EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML),0.0
categorical__Strength_EQ 0.1MG BASE/ML,0.0
categorical__Strength_EQ 0.18MG BASE,0.0
categorical__Ingredient_ARIPIPRAZOLE,0.0
categorical__Strength_EQ 100MG BASE/4ML (EQ 25MG BASE/ML),0.0
categorical__Strength_EQ 115MG BASE,0.0
categorical__Strength_EQ 10MG BASE;12.5MG;40MG,0.0
categorical__Strength_EQ 110MG BASE,0.0
categorical__Strength_EQ 11.25MG BASE;69MG,0.0
categorical__Strength_EQ 10MG PHOSPHATE/ML,0.0
categorical__Strength_EQ 10MG BASE;EQ 80MG BASE,0.0
categorical__Strength_EQ 10MG BASE;EQ 40MG BASE,0.0
categorical__Strength_EQ 10MG BASE;EQ 20MG BASE,0.0
categorical__Strength_EQ 10MG BASE;EQ 10MG BASE,0.0
categorical__Strength_EQ 10MG BASE;40MG,0.0
categorical__Strength_EQ 10MG BASE;320MG,0.0
categorical__Strength_EQ 10MG BASE;25MG;40MG,0.0
categorical__Strength_EQ 10MG BASE;25MG;320MG,0.0
categorical__Strength_EQ 10MG BASE;25MG;160MG,0.0
categorical__Strength_EQ 10MG BASE;20MG,0.0
categorical__Strength_EQ 10MG BASE;160MG,0.0
categorical__Strength_EQ 10MG BASE;12.5MG;160MG,0.0
categorical__Strength_EQ 100MG BASE/5ML,0.0
categorical__Strength_EQ 10MG BASE/VIAL,0.0
categorical__Strength_EQ 10MG BASE/PACKET,0.0
categorical__Strength_EQ 10MG BASE/ML,0.0
categorical__Strength_EQ 10MG BASE/5ML,0.0
categorical__Strength_EQ 10MG BASE/10ML (EQ 1MG BASE/ML),0.0
categorical__Strength_EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL,0.0
categorical__Strength_EQ 10GM BASE/VIAL,0.0
categorical__Strength_EQ 105MG BASE,0.0
categorical__Strength_EQ 100MG TARTRATE,0.0
categorical__Strength_EQ 100MG IRON/5ML (EQ 20MG IRON/ML),0.0
categorical__Strength_EQ 100MG IRON/2ML (EQ 50MG IRON/ML),0.0
categorical__Strength_EQ 100MG HYDROCHLORIDE,0.0
categorical__Strength_EQ 100MG BASE/VIAL,0.0
categorical__Ingredient_ARGATROBAN,0.0
categorical__Strength_12.5MG;50MG,0.0
categorical__Ingredient_ESTAZOLAM,0.0
categorical__Strength_12.5MG;320MG,0.0
categorical__Ingredient_NORTRIPTYLINE HYDROCHLORIDE,0.0
categorical__Ingredient_OSELTAMIVIR PHOSPHATE,0.0
categorical__Ingredient_ORPHENADRINE CITRATE,0.0
categorical__Ingredient_ONDANSETRON HYDROCHLORIDE,0.0
categorical__Ingredient_ONDANSETRON,0.0
categorical__Ingredient_OMEPRAZOLE; SODIUM BICARBONATE,0.0
categorical__Ingredient_OMEPRAZOLE,0.0
categorical__Ingredient_OMEGA-3-ACID ETHYL ESTERS,0.0
categorical__Ingredient_OLOPATADINE HYDROCHLORIDE,0.0
categorical__Ingredient_OLMESARTAN MEDOXOMIL,0.0
categorical__Ingredient_DONEPEZIL HYDROCHLORIDE,0.0
categorical__Ingredient_OFLOXACIN,0.0
categorical__Ingredient_DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE,0.0
categorical__Ingredient_DOPAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_DORZOLAMIDE HYDROCHLORIDE,0.0
categorical__Ingredient_NORETHINDRONE ACETATE,0.0
categorical__Ingredient_OXALIPLATIN,0.0
categorical__Ingredient_DOXAPRAM HYDROCHLORIDE,0.0
categorical__Ingredient_NOREPINEPHRINE BITARTRATE,0.0
categorical__Ingredient_NIZATIDINE,0.0
categorical__Ingredient_DOXAZOSIN MESYLATE,0.0
"categorical__Ingredient_NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE",0.0
"categorical__Ingredient_NITROFURANTOIN, MACROCRYSTALLINE",0.0
categorical__Ingredient_NITROFURANTOIN,0.0
categorical__Ingredient_NITRIC OXIDE,0.0
categorical__Ingredient_NITISINONE,0.0
categorical__Ingredient_NITAZOXANIDE,0.0
categorical__Ingredient_NISOLDIPINE,0.0
categorical__Ingredient_NINTEDANIB ESYLATE,0.0
categorical__Ingredient_NIMODIPINE,0.0
categorical__Ingredient_NILOTINIB HYDROCHLORIDE,0.0
categorical__Ingredient_OXACILLIN SODIUM,0.0
categorical__Ingredient_OXAPROZIN,0.0
categorical__Ingredient_NICARDIPINE HYDROCHLORIDE,0.0
categorical__Ingredient_PAZOPANIB HYDROCHLORIDE,0.0
categorical__Ingredient_PHENOXYBENZAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_PHENELZINE SULFATE,0.0
categorical__Ingredient_DOBUTAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_PERPHENAZINE,0.0
categorical__Ingredient_PERMETHRIN,0.0
categorical__Ingredient_PERAMPANEL,0.0
categorical__Ingredient_PENTOXIFYLLINE,0.0
categorical__Ingredient_PENTOSTATIN,0.0
categorical__Ingredient_PENTOBARBITAL SODIUM,0.0
categorical__Ingredient_PENTAMIDINE ISETHIONATE,0.0
categorical__Ingredient_PENICILLIN V POTASSIUM,0.0
categorical__Ingredient_PENICILLIN G POTASSIUM,0.0
categorical__Ingredient_PENICILLAMINE,0.0
categorical__Ingredient_PENCICLOVIR,0.0
categorical__Ingredient_PAROXETINE MESYLATE,0.0
categorical__Ingredient_OXAZEPAM,0.0
categorical__Ingredient_PAROXETINE HYDROCHLORIDE,0.0
categorical__Ingredient_PARICALCITOL,0.0
categorical__Ingredient_PANTOPRAZOLE SODIUM,0.0
categorical__Ingredient_DOCETAXEL,0.0
categorical__Ingredient_PALONOSETRON HYDROCHLORIDE,0.0
categorical__Ingredient_PALIPERIDONE,0.0
categorical__Ingredient_DOFETILIDE,0.0
categorical__Ingredient_OXYTOCIN,0.0
categorical__Ingredient_OXYMORPHONE HYDROCHLORIDE,0.0
categorical__Ingredient_OXYMETAZOLINE HYDROCHLORIDE,0.0
categorical__Ingredient_OXYCODONE HYDROCHLORIDE,0.0
categorical__Ingredient_OXYBUTYNIN CHLORIDE,0.0
categorical__Ingredient_OXICONAZOLE NITRATE,0.0
categorical__Ingredient_OXCARBAZEPINE,0.0
categorical__Ingredient_DOXERCALCIFEROL,0.0
categorical__Ingredient_NIACIN,0.0
categorical__Ingredient_SUFENTANIL CITRATE,0.0
categorical__Ingredient_METOPROLOL TARTRATE,0.0
categorical__Ingredient_MINOCYCLINE HYDROCHLORIDE,0.0
categorical__Ingredient_MILRINONE LACTATE,0.0
categorical__Ingredient_MILNACIPRAN HYDROCHLORIDE,0.0
categorical__Ingredient_MIGLUSTAT,0.0
categorical__Ingredient_MIFEPRISTONE,0.0
categorical__Ingredient_MIDOSTAURIN,0.0
categorical__Ingredient_MIDODRINE HYDROCHLORIDE,0.0
categorical__Ingredient_MIDAZOLAM HYDROCHLORIDE,0.0
categorical__Ingredient_MIDAZOLAM,0.0
categorical__Ingredient_MICONAZOLE NITRATE,0.0
categorical__Ingredient_MICAFUNGIN SODIUM,0.0
categorical__Ingredient_MEXILETINE HYDROCHLORIDE,0.0
categorical__Ingredient_METYROSINE,0.0
categorical__Ingredient_DOXYCYCLINE HYCLATE,0.0
categorical__Ingredient_METOPROLOL SUCCINATE,0.0
categorical__Ingredient_MIRABEGRON,0.0
categorical__Ingredient_METOLAZONE,0.0
categorical__Ingredient_METOCLOPRAMIDE HYDROCHLORIDE,0.0
categorical__Ingredient_METHYLTESTOSTERONE,0.0
categorical__Ingredient_METHYLPREDNISOLONE SODIUM SUCCINATE,0.0
categorical__Ingredient_DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,0.0
categorical__Ingredient_METHYLPREDNISOLONE,0.0
categorical__Ingredient_DRONABINOL,0.0
categorical__Ingredient_DROPERIDOL,0.0
categorical__Ingredient_METHYLERGONOVINE MALEATE,0.0
categorical__Ingredient_METHYLENE BLUE,0.0
categorical__Ingredient_METHSUXIMIDE,0.0
categorical__Ingredient_METHSCOPOLAMINE BROMIDE,0.0
categorical__Ingredient_METHOXSALEN,0.0
categorical__Ingredient_METHOTREXATE SODIUM,0.0
categorical__Ingredient_MINOXIDIL,0.0
categorical__Ingredient_MIRTAZAPINE,0.0
categorical__Ingredient_NEVIRAPINE,0.0
categorical__Ingredient_NAFCILLIN SODIUM,0.0
categorical__Ingredient_NEOMYCIN SULFATE,0.0
categorical__Ingredient_NELARABINE,0.0
categorical__Ingredient_NEBIVOLOL HYDROCHLORIDE,0.0
categorical__Ingredient_NATEGLINIDE,0.0
categorical__Ingredient_NARATRIPTAN HYDROCHLORIDE,0.0
categorical__Ingredient_NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE,0.0
categorical__Ingredient_NAPROXEN SODIUM,0.0
categorical__Ingredient_NAPROXEN,0.0
categorical__Ingredient_NALTREXONE HYDROCHLORIDE,0.0
categorical__Ingredient_NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE,0.0
categorical__Ingredient_NALOXONE HYDROCHLORIDE,0.0
categorical__Ingredient_NALMEFENE HYDROCHLORIDE,0.0
categorical__Ingredient_NALBUPHINE HYDROCHLORIDE,0.0
categorical__Ingredient_NAFTIFINE HYDROCHLORIDE,0.0
categorical__Ingredient_NADOLOL,0.0
categorical__Ingredient_MISOPROSTOL,0.0
categorical__Ingredient_NABUMETONE,0.0
categorical__Ingredient_MYCOPHENOLATE SODIUM,0.0
categorical__Ingredient_MYCOPHENOLATE MOFETIL HYDROCHLORIDE,0.0
categorical__Ingredient_DOXORUBICIN HYDROCHLORIDE,0.0
categorical__Ingredient_MUPIROCIN CALCIUM,0.0
categorical__Ingredient_MUPIROCIN,0.0
categorical__Ingredient_DOXYCYCLINE,0.0
categorical__Ingredient_MORPHINE SULFATE,0.0
categorical__Ingredient_MONTELUKAST SODIUM,0.0
categorical__Ingredient_MOMETASONE FUROATE,0.0
categorical__Ingredient_MOEXIPRIL HYDROCHLORIDE,0.0
categorical__Ingredient_MODAFINIL,0.0
categorical__Ingredient_MITOXANTRONE HYDROCHLORIDE,0.0
categorical__Ingredient_MITOMYCIN,0.0
categorical__Ingredient_DIVALPROEX SODIUM,0.0
categorical__Ingredient_PHENTERMINE HYDROCHLORIDE; TOPIRAMATE,0.0
categorical__Ingredient_PHENTOLAMINE MESYLATE,0.0
categorical__Ingredient_ROCURONIUM BROMIDE,0.0
categorical__Ingredient_SELEXIPAG,0.0
categorical__Ingredient_SELENIOUS ACID,0.0
categorical__Ingredient_SELEGILINE HYDROCHLORIDE,0.0
categorical__Ingredient_DICYCLOMINE HYDROCHLORIDE,0.0
categorical__Ingredient_SAXAGLIPTIN HYDROCHLORIDE,0.0
categorical__Ingredient_DIETHYLPROPION HYDROCHLORIDE,0.0
categorical__Ingredient_SAFINAMIDE MESYLATE,0.0
categorical__Ingredient_SACUBITRIL; VALSARTAN,0.0
categorical__Ingredient_RUFINAMIDE,0.0
categorical__Ingredient_ROSUVASTATIN CALCIUM,0.0
categorical__Ingredient_ROPIVACAINE HYDROCHLORIDE,0.0
categorical__Ingredient_ROPINIROLE HYDROCHLORIDE,0.0
categorical__Ingredient_ROMIDEPSIN,0.0
categorical__Ingredient_ROFLUMILAST,0.0
categorical__Ingredient_RIZATRIPTAN BENZOATE,0.0
categorical__Ingredient_SEVELAMER CARBONATE,0.0
categorical__Ingredient_RIVASTIGMINE TARTRATE,0.0
categorical__Ingredient_DIFLORASONE DIACETATE,0.0
categorical__Ingredient_DIFLUNISAL,0.0
categorical__Ingredient_RITONAVIR,0.0
categorical__Ingredient_DIFLUPREDNATE,0.0
categorical__Ingredient_DIGOXIN,0.0
categorical__Ingredient_RIOCIGUAT,0.0
categorical__Ingredient_RILUZOLE,0.0
categorical__Ingredient_RILPIVIRINE HYDROCHLORIDE,0.0
categorical__Ingredient_RIFAXIMIN,0.0
categorical__Ingredient_RIFAPENTINE,0.0
categorical__Ingredient_RIFAMPIN,0.0
categorical__Ingredient_RIFABUTIN,0.0
categorical__Ingredient_RIBAVIRIN,0.0
categorical__Ingredient_SERTRALINE HYDROCHLORIDE,0.0
categorical__Ingredient_SEVELAMER HYDROCHLORIDE,0.0
categorical__Ingredient_DISULFIRAM,0.0
categorical__Ingredient_SODIUM OXYBATE,0.0
categorical__Ingredient_SUCCINYLCHOLINE CHLORIDE,0.0
categorical__Ingredient_STRONTIUM CHLORIDE SR-89,0.0
categorical__Ingredient_STERILE WATER FOR IRRIGATION,0.0
categorical__Ingredient_DICHLORPHENAMIDE,0.0
categorical__Ingredient_SPIRONOLACTONE,0.0
categorical__Ingredient_SOYBEAN OIL,0.0
categorical__Ingredient_SOTALOL HYDROCHLORIDE,0.0
categorical__Ingredient_SORAFENIB TOSYLATE,0.0
categorical__Ingredient_SOLRIAMFETOL HYDROCHLORIDE,0.0
categorical__Ingredient_SOLIFENACIN SUCCINATE,0.0
categorical__Ingredient_SODIUM TETRADECYL SULFATE,0.0
categorical__Ingredient_DICLOFENAC SODIUM; MISOPROSTOL,0.0
"categorical__Ingredient_SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",0.0
categorical__Ingredient_SODIUM PHENYLBUTYRATE,0.0
categorical__Ingredient_SODIUM NITROPRUSSIDE,0.0
categorical__Ingredient_SILDENAFIL CITRATE,0.0
categorical__Ingredient_SODIUM IODIDE I-131,0.0
categorical__Ingredient_SODIUM IODIDE I-123,0.0
categorical__Ingredient_SODIUM FLUORIDE F-18,0.0
categorical__Ingredient_SODIUM FERRIC GLUCONATE COMPLEX,0.0
categorical__Ingredient_SODIUM CHLORIDE,0.0
categorical__Ingredient_DICLOXACILLIN SODIUM,0.0
categorical__Ingredient_SODIUM BENZOATE; SODIUM PHENYLACETATE,0.0
categorical__Ingredient_SODIUM ACETATE,0.0
categorical__Ingredient_SITAGLIPTIN PHOSPHATE,0.0
categorical__Ingredient_SIROLIMUS,0.0
categorical__Ingredient_SINCALIDE,0.0
categorical__Ingredient_SIMVASTATIN,0.0
categorical__Ingredient_SILVER SULFADIAZINE,0.0
categorical__Ingredient_SILODOSIN,0.0
categorical__Ingredient_REPAGLINIDE,0.0
categorical__Ingredient_REMIFENTANIL HYDROCHLORIDE,0.0
categorical__Ingredient_REGADENOSON,0.0
categorical__Ingredient_POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,0.0
categorical__Ingredient_PREDNISOLONE ACETATE,0.0
categorical__Ingredient_PREDNISOLONE,0.0
categorical__Ingredient_PRAZOSIN HYDROCHLORIDE,0.0
categorical__Ingredient_PRAVASTATIN SODIUM,0.0
categorical__Ingredient_PRASUGREL HYDROCHLORIDE,0.0
categorical__Ingredient_PRAMIPEXOLE DIHYDROCHLORIDE,0.0
categorical__Ingredient_PRALATREXATE,0.0
"categorical__Ingredient_POTASSIUM PHOSPHATE, DIBASIC; POTASSIUM PHOSPHATE, MONOBASIC",0.0
categorical__Ingredient_POTASSIUM CITRATE,0.0
categorical__Ingredient_POTASSIUM CHLORIDE; SODIUM CHLORIDE,0.0
categorical__Ingredient_DIROXIMEL FUMARATE,0.0
categorical__Ingredient_POTASSIUM ACETATE,0.0
categorical__Ingredient_POSACONAZOLE,0.0
categorical__Ingredient_POMALIDOMIDE,0.0
categorical__Ingredient_POLYMYXIN B SULFATE,0.0
categorical__Ingredient_RASAGILINE MESYLATE,0.0
categorical__Ingredient_POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS,0.0
categorical__Ingredient_POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,0.0
categorical__Ingredient_PITAVASTATIN CALCIUM,0.0
categorical__Ingredient_PIROXICAM,0.0
categorical__Ingredient_PIRFENIDONE,0.0
categorical__Ingredient_PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,0.0
categorical__Ingredient_PIOGLITAZONE HYDROCHLORIDE,0.0
categorical__Ingredient_PINDOLOL,0.0
categorical__Ingredient_PIMOZIDE,0.0
categorical__Ingredient_PIMECROLIMUS,0.0
categorical__Ingredient_DISOPYRAMIDE PHOSPHATE,0.0
categorical__Ingredient_PHENYTOIN SODIUM,0.0
categorical__Ingredient_PHENYTOIN,0.0
categorical__Ingredient_PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,0.0
categorical__Ingredient_PREDNISOLONE SODIUM PHOSPHATE,0.0
categorical__Ingredient_PREDNISONE,0.0
categorical__Ingredient_PREGABALIN,0.0
categorical__Ingredient_PRIMAQUINE PHOSPHATE,0.0
categorical__Ingredient_DIHYDROERGOTAMINE MESYLATE,0.0
categorical__Ingredient_RANITIDINE HYDROCHLORIDE,0.0
categorical__Ingredient_RAMIPRIL,0.0
categorical__Ingredient_RAMELTEON,0.0
categorical__Ingredient_RALTEGRAVIR POTASSIUM,0.0
categorical__Ingredient_RALOXIFENE HYDROCHLORIDE,0.0
categorical__Ingredient_RABEPRAZOLE SODIUM,0.0
categorical__Ingredient_QUININE SULFATE,0.0
categorical__Ingredient_QUINIDINE GLUCONATE,0.0
categorical__Ingredient_QUINAPRIL HYDROCHLORIDE,0.0
categorical__Ingredient_QUETIAPINE FUMARATE,0.0
categorical__Ingredient_PYRIMETHAMINE,0.0
categorical__Ingredient_PYRIDOSTIGMINE BROMIDE,0.0
categorical__Ingredient_PYRAZINAMIDE,0.0
categorical__Ingredient_PRUCALOPRIDE SUCCINATE,0.0
categorical__Ingredient_PROTRIPTYLINE HYDROCHLORIDE,0.0
categorical__Ingredient_PROPYLTHIOURACIL,0.0
categorical__Ingredient_DIMETHYL FUMARATE,0.0
categorical__Ingredient_DIMETHYL SULFOXIDE,0.0
categorical__Ingredient_PROPARACAINE HYDROCHLORIDE,0.0
categorical__Ingredient_DIPHENHYDRAMINE HYDROCHLORIDE,0.0
categorical__Ingredient_PROMETHAZINE HYDROCHLORIDE,0.0
categorical__Ingredient_DIPYRIDAMOLE,0.0
categorical__Ingredient_PROCHLORPERAZINE MALEATE,0.0
categorical__Ingredient_PROCHLORPERAZINE EDISYLATE,0.0
categorical__Ingredient_PROCHLORPERAZINE,0.0
categorical__Ingredient_PROCAINAMIDE HYDROCHLORIDE,0.0
categorical__Ingredient_PROBENECID,0.0
categorical__Ingredient_PRIMIDONE,0.0
categorical__Ingredient_METHOHEXITAL SODIUM,0.0
categorical__Ingredient_DROSPIRENONE; ESTRADIOL,0.0
categorical__Ingredient_METHIMAZOLE,0.0
categorical__Ingredient_GALLIUM GA-68 EDOTREOTIDE,0.0
categorical__Ingredient_GLUCAGON,0.0
categorical__Ingredient_GLIPIZIDE; METFORMIN HYDROCHLORIDE,0.0
categorical__Ingredient_GLIPIZIDE,0.0
categorical__Ingredient_GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE,0.0
categorical__Ingredient_GLIMEPIRIDE,0.0
categorical__Ingredient_EPIRUBICIN HYDROCHLORIDE,0.0
categorical__Ingredient_EPLERENONE,0.0
categorical__Ingredient_GEMFIBROZIL,0.0
categorical__Ingredient_GEMCITABINE HYDROCHLORIDE,0.0
categorical__Ingredient_GEFITINIB,0.0
categorical__Ingredient_GATIFLOXACIN,0.0
categorical__Ingredient_GANIRELIX ACETATE,0.0
categorical__Ingredient_GANCICLOVIR SODIUM,0.0
categorical__Ingredient_GALLIUM GA-68 GOZETOTIDE,0.0
categorical__Ingredient_GALANTAMINE HYDROBROMIDE,0.0
categorical__Ingredient_GLYBURIDE; METFORMIN HYDROCHLORIDE,0.0
categorical__Ingredient_GADOTERIDOL,0.0
categorical__Ingredient_GADOTERATE MEGLUMINE,0.0
categorical__Ingredient_GADOBUTROL,0.0
categorical__Ingredient_EPTIFIBATIDE,0.0
categorical__Ingredient_ERGOCALCIFEROL,0.0
categorical__Ingredient_ERIBULIN MESYLATE,0.0
categorical__Ingredient_FROVATRIPTAN SUCCINATE,0.0
categorical__Ingredient_FOSTAMATINIB DISODIUM,0.0
categorical__Ingredient_FOSPHENYTOIN SODIUM,0.0
categorical__Ingredient_FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE,0.0
categorical__Ingredient_FOSINOPRIL SODIUM,0.0
categorical__Ingredient_FOSFOMYCIN TROMETHAMINE,0.0
categorical__Ingredient_FOSCARNET SODIUM,0.0
categorical__Ingredient_FOSAPREPITANT DIMEGLUMINE,0.0
categorical__Ingredient_EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,0.0
categorical__Ingredient_EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE,0.0
categorical__Ingredient_HYDROCORTISONE SODIUM SUCCINATE,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE,0.0
categorical__Ingredient_HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE,0.0
categorical__Ingredient_ENALAPRILAT,0.0
categorical__Ingredient_HYDROCODONE BITARTRATE; IBUPROFEN,0.0
categorical__Ingredient_HYDROCODONE BITARTRATE,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; VALSARTAN,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; TRIAMTERENE,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; TELMISARTAN,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; LISINOPRIL,0.0
categorical__Ingredient_HYDROCHLOROTHIAZIDE; IRBESARTAN,0.0
categorical__Ingredient_HYDRALAZINE HYDROCHLORIDE; ISOSORBIDE DINITRATE,0.0
categorical__Ingredient_GLYCINE,0.0
categorical__Ingredient_ENTACAPONE,0.0
categorical__Ingredient_HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,0.0
categorical__Ingredient_HEPARIN SODIUM,0.0
categorical__Ingredient_HALOPERIDOL LACTATE,0.0
categorical__Ingredient_ENTECAVIR,0.0
categorical__Ingredient_HALOPERIDOL,0.0
categorical__Ingredient_HALOBETASOL PROPIONATE; TAZAROTENE,0.0
categorical__Ingredient_HALOBETASOL PROPIONATE,0.0
