Feature,Importance
categorical__Strength_0.1MG/24HR,0.000115794566
categorical__Strength_0.025MG/24HR,0.00011279785
categorical__Strength_EQ 5MG BASE,0.00011101088
categorical__Strength_EQ 50MG BASE,0.00010566039
categorical__Strength_7.5MG,0.0001039072
categorical__Strength_0.05MG/24HR,0.00010331951
"categorical__Strength_0.137MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0.00010223157
"categorical__Strength_0.1MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0.00010067907
"categorical__Strength_0.05MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",0.00010045354
categorical__Strength_EQ 6MG BASE,9.78527e-05
categorical__Strength_EQ 75MG BASE,9.7340206e-05
categorical__Strength_EQ 100MG BASE,9.363775e-05
categorical__Strength_0.075MG/24HR,9.177094e-05
categorical__Strength_EQ 3MG BASE,9.1474205e-05
"categorical__Strength_0.025MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",8.9642446e-05
categorical__Strength_EQ 0.5MG BASE,8.835331e-05
categorical__DF;Route_SUSPENSION;ORAL,8.691306e-05
categorical__Strength_0.0375MG/24HR,8.392426e-05
categorical__Strength_EQ 25MG BASE,7.837152e-05
categorical__Strength_EQ 10MG BASE,7.231549e-05
categorical__Strength_EQ 20MG BASE,5.398445e-05
categorical__Ingredient_DAPTOMYCIN,5.339376e-05
categorical__Ingredient_PLERIXAFOR,4.1612147e-05
categorical__Strength_36MG,3.9523566e-05
categorical__Ingredient_CARBOPLATIN,3.6103298e-05
categorical__Ingredient_PEMETREXED DISODIUM,2.7083533e-05
categorical__Strength_2MG,2.1267118e-05
categorical__Strength_3MG,0.0
categorical__Strength_4.6MG/24HR,0.0
categorical__Ingredient_BEPOTASTINE BESILATE,0.0
"categorical__Strength_3MG,N/A;0.02MG,N/A;0.451MG,0.451MG",0.0
categorical__Strength_33MG/100ML;30MG/100ML;860MG/100ML,0.0
"categorical__Strength_400 UNITS/GM;EQ 3.5MG BASE/GM;10,000 UNITS/GM",0.0
categorical__Strength_4.7GM;100GM;1.015GM;5.9GM;2.691GM;7.5GM,0.0
categorical__Strength_333MG,0.0
categorical__Strength_330MG,0.0
categorical__Strength_350MG/VIAL,0.0
categorical__Strength_32MG;25MG,0.0
categorical__Strength_32MG;12.5MG,0.0
"categorical__Strength_3MG,N/A;0.03MG,N/A;0.451MG,0.451MG",0.0
categorical__Strength_32MG,0.0
categorical__Strength_325MG;7.5MG,0.0
categorical__Strength_4.5MG,0.0
categorical__Strength_3GM/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Ingredient_BENZPHETAMINE HYDROCHLORIDE,0.0
categorical__Strength_4.5354GM/7.5ML (604.72MG/ML),0.0
categorical__Strength_3MG/ML;EQ 3MG BASE/ML,0.0
categorical__Strength_3GM/60ML (50MG/ML),0.0
categorical__Strength_3MG;0.02MG,0.0
categorical__Strength_3MG;0.03MG,0.0
categorical__Ingredient_BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,0.0
categorical__Strength_3GM/100ML,0.0
categorical__Strength_39.3068GM/65ML (604.72MG/ML),0.0
categorical__Ingredient_BENZOYL PEROXIDE; ERYTHROMYCIN,0.0
categorical__Strength_4-33.1mCi/ML,0.0
categorical__Strength_4-40mCi/ML,0.0
categorical__Strength_4.02GM/15ML;4.14GM/15ML (268MG/ML; 276MG/ML),0.0
categorical__Strength_37.69GM/100ML (376.9MG/ML),0.0
categorical__Strength_4.02GM/15ML;4.14GM/15ML (268MG/ML;276MG/ML),0.0
categorical__Strength_37.5MG;20MG,0.0
categorical__Strength_3MG/ML,0.0
categorical__Strength_3GM/VIAL,0.0
categorical__Strength_37.5MG/VIAL,0.0
categorical__Strength_37.5MG,0.0
categorical__Strength_37.5MCG/HR,0.0
categorical__Strength_37.5MG;200MG;150MG,0.0
categorical__Strength_320MG,0.0
categorical__Strength_325MG;5MG,0.0
categorical__Strength_3.75GM/PACKET,0.0
categorical__Strength_300MG;10MG,0.0
categorical__Strength_300MG/VIAL,0.0
categorical__Strength_300MG/5ML,0.0
categorical__Strength_300MG/4ML,0.0
categorical__Ingredient_BEXAROTENE,0.0
categorical__Strength_300MG/16.7ML (18MG/ML),0.0
categorical__Strength_300MG/15ML (20MG/ML),0.0
categorical__Strength_300MG/100ML;900MG/100ML,0.0
categorical__Ingredient_BICALUTAMIDE,0.0
categorical__Strength_3.769GM/10ML (376.9MG/ML),0.0
categorical__Strength_3.75mCi-260mCi/ML,0.0
categorical__Ingredient_BIMATOPROST,0.0
categorical__Strength_3.75MG,0.0
categorical__Strength_3.75%;EQ 1.2% BASE,0.0
categorical__Strength_325MG;50MG;40MG;30MG,0.0
categorical__Strength_3.75%,0.0
categorical__Strength_3.5MG/VIAL,0.0
categorical__Strength_3.5MG,0.0
categorical__Strength_3.54GM/15ML (236MG/ML);3.36GM/15ML (224MG/ML),0.0
categorical__Ingredient_BISMUTH SUBCITRATE POTASSIUM; METRONIDAZOLE; TETRACYCLINE HYDROCHLORIDE,0.0
categorical__Strength_3.125MG,0.0
categorical__Strength_3%,0.0
categorical__Strength_2MG;30MG,0.0
categorical__Strength_2MG/ML,0.0
categorical__Strength_2MG/ACTUATION,0.0
categorical__Strength_2MG/5ML;10MG/5ML;30MG/5ML,0.0
categorical__Strength_2MG/5ML,0.0
categorical__Strength_2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_300MG;15MG,0.0
categorical__Strength_300MG;30MG,0.0
categorical__Strength_300MG;50MG,0.0
categorical__Strength_300MG;50MG;40MG,0.0
categorical__Ingredient_BETAMETHASONE ACETATE; BETAMETHASONE SODIUM PHOSPHATE,0.0
categorical__Strength_325MG;50MG,0.0
categorical__Strength_325MG;37.5MG,0.0
categorical__Strength_325MG;25MG,0.0
categorical__Strength_325MG;2.5MG,0.0
categorical__Strength_325MG;10MG,0.0
categorical__Strength_325MG/15ML;7.5MG/15ML,0.0
categorical__Strength_325MG,0.0
categorical__Strength_324MG,0.0
categorical__Strength_31.25MG;200MG;125MG,0.0
categorical__Strength_30mCi-300mCi/8ML (3.75-37.5mCi/ML),0.0
categorical__Strength_30mCi-300mCi (3.75-37.5mCi/ML),0.0
categorical__Strength_30MG/VIAL,0.0
categorical__Strength_30MG/ML,0.0
categorical__Strength_30MG/9HR (3.3MG/HR),0.0
categorical__Strength_30MG/3ML (10MG/ML),0.0
categorical__Strength_30MG/30ML (1MG/ML),0.0
categorical__Ingredient_BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,0.0
categorical__Strength_30MG/100ML;37MG/100ML;368MG/100ML;526MG/100ML;502MG/100ML,0.0
categorical__Strength_30MG/100ML (0.3MG/ML),0.0
categorical__Ingredient_BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE,0.0
categorical__Strength_30MG/0.3ML (100MG/ML),0.0
categorical__Ingredient_BETAXOLOL HYDROCHLORIDE,0.0
categorical__Strength_300MG;7.5MG,0.0
categorical__Strength_300MG;60MG,0.0
categorical__Strength_300MG;5MG,0.0
categorical__Strength_300MG;50MG;40MG;30MG,0.0
"categorical__Strength_400 UNITS/GM;EQ 3.5MG BASE/GM;10,000 UNITS/GM **Federal Register determination that product was not discontinued or withdrawn for s or e reasons**",0.0
categorical__Strength_400MG/5ML;EQ 57MG BASE/5ML,0.0
categorical__Strength_400MEQ/100ML (4MEQ/ML),0.0
categorical__Strength_50MG;0.2MG,0.0
categorical__Ingredient_AZITHROMYCIN,0.0
categorical__Strength_50MG/5GM PACKET **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_50MG/5ML,0.0
categorical__Ingredient_AZILSARTAN KAMEDOXOMIL; CHLORTHALIDONE,0.0
categorical__Ingredient_AZILSARTAN KAMEDOXOMIL,0.0
categorical__Ingredient_AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE,0.0
categorical__Strength_50MG;100MG,0.0
categorical__Strength_550MG,0.0
categorical__Strength_50MG;200MG,0.0
categorical__Strength_50MG;200MG;200MG,0.0
categorical__Strength_50MG;25MG,0.0
categorical__Strength_50MG;75MG,0.0
categorical__Strength_51%,0.0
categorical__Ingredient_AZELASTINE HYDROCHLORIDE,0.0
categorical__Strength_50MG/50ML (1MG/ML),0.0
categorical__Strength_50MG/2ML (25MG/ML),0.0
categorical__Strength_50MG/25ML (2MG/ML),0.0
categorical__Ingredient_AZTREONAM,0.0
categorical__Strength_50MG/10ML,0.0
categorical__Strength_50MG/100ML (0.5MG/ML),0.0
categorical__Strength_50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Ingredient_BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,0.0
categorical__Strength_50MEQ/50ML (1MEQ/ML),0.0
categorical__Strength_50MCG/HR,0.0
categorical__Strength_50GM/100ML,0.0
categorical__Strength_500MG;EQ 85MG BASE,0.0
categorical__Strength_500MG;EQ 5MG BASE,0.0
categorical__Strength_500MG;EQ 50MG BASE,0.0
categorical__Strength_500MG;EQ 15MG BASE,0.0
categorical__Strength_500MG;EQ 125MG BASE,0.0
categorical__Strength_500MG;500MG;30MG,0.0
categorical__Strength_55%,0.0
categorical__Strength_5GM/100ML,0.0
categorical__Strength_500MG/PACKET,0.0
categorical__Strength_5GM/100ML;75MG/100ML;200MG/100ML,0.0
categorical__Strength_5GM/100ML;300MG/100ML;450MG/100ML,0.0
categorical__Strength_5GM/100ML;300MG/100ML;900MG/100ML,0.0
categorical__Strength_5GM/100ML;330MG/100ML,0.0
categorical__Strength_5GM/100ML;450MG/100ML,0.0
categorical__Strength_5GM/100ML;74.5MG/100ML;450MG/100ML,0.0
categorical__Strength_5GM/100ML;75MG/100ML,0.0
categorical__Strength_5GM/100ML;75MG/100ML;330MG/100ML,0.0
categorical__Strength_5GM/100ML (50MG/ML),0.0
categorical__Strength_5GM/100ML;75MG/100ML;450MG/100ML,0.0
categorical__Strength_5GM/100ML;75MG/100ML;900MG/100ML,0.0
categorical__Strength_5GM/100ML;900MG/100ML,0.0
categorical__Strength_5GM/10ML (500MG/ML),0.0
categorical__Strength_5GM/50ML (100MG/ML),0.0
categorical__Strength_5GM/PACKET,0.0
categorical__Strength_5GM/100ML;300MG/100ML;330MG/100ML,0.0
categorical__Strength_5GM/100ML;300MG/100ML,0.0
categorical__Strength_5GM/100ML;298MG/100ML;900MG/100ML,0.0
categorical__Strength_5GM/100ML;298MG/100ML;450MG/100ML,0.0
categorical__Strength_5GM/100ML;225MG/100ML,0.0
categorical__Strength_5GM/100ML;224MG/100ML;450MG/100ML,0.0
categorical__Strength_5GM/100ML;224MG/100ML;330MG/100ML,0.0
categorical__Strength_5GM/100ML;224MG/100ML;200MG/100ML,0.0
categorical__Strength_5GM/100ML;200MG/100ML,0.0
categorical__Strength_5GM/100ML;150MG/100ML;900MG/100ML,0.0
categorical__Strength_5GM/100ML;150MG/100ML;450MG/100ML,0.0
categorical__Strength_5GM/100ML;150MG/100ML;330MG/100ML,0.0
categorical__Strength_5GM/100ML;150MG/100ML;200MG/100ML,0.0
categorical__Strength_5GM/100ML;150MG/100ML,0.0
categorical__Strength_5GM/100ML;149MG/100ML;900MG/100ML,0.0
categorical__Strength_5GM/100ML;149MG/100ML;450MG/100ML,0.0
categorical__Strength_5GM/100ML;149MG/100ML;225MG/100ML,0.0
categorical__Strength_500MG/VIAL,0.0
categorical__Strength_500MG/ML,0.0
categorical__Ingredient_BENDAMUSTINE HYDROCHLORIDE,0.0
categorical__Strength_420GM/BOT;1.48GM/BOT;5.72GM/BOT;11.2GM/BOT,0.0
categorical__Ingredient_BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,0.0
categorical__Strength_40MG/PACKET;1.68GM/PACKET,0.0
categorical__Strength_40MG/VIAL,0.0
categorical__Strength_40MG;1.1GM,0.0
categorical__Strength_40UNITS/100ML (0.4UNITS/ML),0.0
categorical__Ingredient_BENAZEPRIL HYDROCHLORIDE,0.0
categorical__Strength_425MG,0.0
categorical__Strength_454GM/BOT,0.0
categorical__Strength_43MG,0.0
categorical__Strength_44.6MEQ/50ML (0.9MEQ/ML),0.0
categorical__Strength_450MG,0.0
categorical__Strength_450MG/100ML,0.0
categorical__Strength_450MG/45ML (10MG/ML),0.0
categorical__Strength_450MG/50ML (9MG/ML),0.0
categorical__Strength_40MG/5ML,0.0
categorical__Strength_40MG/2ML (20MG/ML),0.0
categorical__Strength_40MG/20ML (2MG/ML),0.0
categorical__Strength_40MG/200ML (0.2MG/ML),0.0
categorical__Strength_40MG/0.4ML (100MG/ML),0.0
categorical__Strength_40MEQ/20ML (2MEQ/ML),0.0
categorical__Strength_40MEQ/15ML,0.0
categorical__Strength_40GM/1000ML (40MG/ML),0.0
categorical__Strength_400MG;80MG,0.0
categorical__Strength_400MG/VIAL,0.0
categorical__Strength_2MCG,0.0
categorical__Strength_400MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_400MG/5ML,0.0
categorical__Strength_400MG/200ML (2MG/ML),0.0
categorical__Strength_400MG/200ML,0.0
categorical__Strength_400MG/100ML,0.0
categorical__Strength_400MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_453.6GM/BOT,0.0
categorical__Ingredient_BARICITINIB,0.0
categorical__Strength_500MG/5ML (100MG/ML),0.0
categorical__Ingredient_BALOXAVIR MARBOXIL,0.0
categorical__Strength_5.6535GM/15ML (376.9MG/ML),0.0
categorical__Strength_50%,0.0
"categorical__Strength_50,000 IU",0.0
"categorical__Strength_500,000 UNITS",0.0
categorical__Strength_500MCG,0.0
categorical__Strength_500MCG/VIAL,0.0
categorical__Strength_500MG/100ML,0.0
categorical__Strength_45MG/5ML (9MG/ML),0.0
categorical__Strength_500MG/100ML (5MG/ML),0.0
categorical__Strength_500MG/10ML (50MG/ML),0.0
categorical__Strength_500MG/2.5ML (200MG/ML),0.0
categorical__Strength_500MG/25ML (20MG/ML),0.0
categorical__Strength_500MG/50ML (10MG/ML),0.0
categorical__Ingredient_BACLOFEN,0.0
"categorical__Strength_5,000,000 UNITS/VIAL",0.0
"categorical__Strength_5,000 UNITS/ML",0.0
"categorical__Strength_5,000 UNITS/100ML",0.0
categorical__Strength_5%;EQ 1% BASE,0.0
categorical__Strength_5%;3%,0.0
categorical__Strength_5%;1.2%,0.0
categorical__Ingredient_BALSALAZIDE DISODIUM,0.0
categorical__Strength_4MG;30MG,0.0
categorical__Strength_4MG/ML,0.0
categorical__Strength_4MG,0.0
categorical__Strength_4MCG/2ML (2MCG/ML),0.0
categorical__Strength_4MCG,0.0
categorical__Strength_4GM/60ML,0.0
categorical__Strength_4GM/50ML (80MG/ML),0.0
categorical__Strength_4GM/100ML (40MG/ML),0.0
categorical__Strength_49MG;51MG,0.0
categorical__Strength_48MG,0.0
categorical__Strength_2MEQ/ML,0.0
categorical__Strength_25MG;50MG,0.0
categorical__Strength_2GM/VIAL,0.0
categorical__Strength_1GM/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_1MG/2ML (0.5MG/ML),0.0
categorical__Ingredient_BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,0.0
categorical__Strength_1MG/10ML (0.1MG/ML),0.0
categorical__Ingredient_BUSULFAN,0.0
categorical__Strength_1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Ingredient_BUTORPHANOL TARTRATE,0.0
categorical__Strength_1MCG/ML,0.0
categorical__Strength_1MCG,0.0
categorical__Strength_1GM;EQ 62.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_1GM;EQ 62.5MG BASE,0.0
categorical__Strength_1GM;EQ 5MG BASE,0.0
categorical__Strength_1GM;EQ 50MG BASE,0.0
categorical__Strength_1GM;EQ 2.5MG BASE,0.0
categorical__Strength_1GM;EQ 100MG BASE,0.0
categorical__Strength_1GM/VIAL,0.0
categorical__Strength_2.5MG;850MG,0.0
categorical__Ingredient_CABAZITAXEL,0.0
categorical__Strength_1GM/5ML (200MG/ML),0.0
categorical__Strength_1GM/50ML (20MG/ML),0.0
categorical__Strength_1GM/2ML (500MG/ML),0.0
categorical__Strength_1GM/26.3ML (38MG/ML),0.0
categorical__Strength_1GM/20ML (50MG/ML),0.0
categorical__Strength_1GM/200ML (5MG/ML),0.0
categorical__Ingredient_CABERGOLINE,0.0
categorical__Strength_1GM/10ML,0.0
categorical__Ingredient_CAFFEINE CITRATE,0.0
categorical__Strength_1GM/100ML,0.0
categorical__Strength_1GM IRON/20ML (50MG IRON/ML),0.0
categorical__Strength_1GM CONTAINS AT LEAST 900MG OF THE ETHYL ESTERS OF OMEGA-3 FATTY ACIDS,0.0
categorical__Ingredient_CALCIPOTRIENE,0.0
categorical__Strength_1MG/5ML,0.0
categorical__Strength_1MG/72HR,0.0
categorical__Ingredient_BUPRENORPHINE HYDROCHLORIDE,0.0
categorical__Strength_1MG/ML (1MG/ML),0.0
categorical__Strength_2.5MG;500MG,0.0
categorical__Strength_2.5MG;250MG,0.0
categorical__Ingredient_BUMETANIDE,0.0
categorical__Strength_2.5MG;1GM,0.0
categorical__Strength_2.5MG/VIAL,0.0
categorical__Strength_2.5MG/SPRAY,0.0
categorical__Strength_2.5MG/ML,0.0
categorical__Strength_2.5MG/5ML,0.0
categorical__Strength_2.5MG/0.5ML (5MG/ML),0.0
categorical__Strength_2.5MG/0.5ML (2.5MG/0.5ML),0.0
categorical__Strength_2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Ingredient_BUPIVACAINE HYDROCHLORIDE,0.0
categorical__Strength_2.5MEQ/5ML (0.5MEQ/ML),0.0
categorical__Strength_2.5MCG,0.0
categorical__Strength_2.5GM/50ML (50MG/ML),0.0
categorical__Strength_2.5GM/100ML;450MG/100ML,0.0
categorical__Strength_2.5%;EQ 1.2% BASE,0.0
categorical__Strength_2.5%;2.5%,0.0
categorical__Ingredient_BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE,0.0
categorical__Strength_2.4GM/PACKET,0.0
categorical__Strength_2.25MG,0.0
categorical__Strength_2%;1%,0.0
categorical__Ingredient_BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE,0.0
categorical__Strength_2 IU/ML;40MG/ML;12MCG/ML;40 IU/ML;1MCG/ML;3MG/ML;120MCG/ML;8MG/ML;1.2MG/ML;0.72MG/ML;1.2MG/ML;660 IU/ML;30MCG/ML,0.0
categorical__Strength_2 IU/ML;40MG/ML;12MCG/ML;40 IU/ML;1MCG/ML;3MG/ML;120MCG/ML;8MG/ML;1.2MG/ML;0.72MG/ML;1.2MG/ML;660 IU/ML;0.03MG/ML,0.0
categorical__Strength_1mCi/ML,0.0
categorical__Strength_1MG;0.5MG,0.0
categorical__Strength_1MG/VIAL,0.0
categorical__Strength_1MG/SPRAY,0.0
categorical__Ingredient_CALCITONIN SALMON,0.0
categorical__Strength_18MG,0.0
categorical__Strength_18GM/500ML (3.6GM/100ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Ingredient_CALCIUM CHLORIDE,0.0
categorical__Strength_150MG/20ML (7.5MG/ML),0.0
categorical__Strength_150MG/15ML (10MG/ML),0.0
categorical__Strength_150MG/100ML;900MG/100ML,0.0
categorical__Strength_150MG/100ML;450MG/100ML,0.0
categorical__Ingredient_CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,0.0
categorical__Strength_15%,0.0
categorical__Strength_14MG/2.8ML (1MG/0.2ML),0.0
categorical__Strength_14MG,0.0
categorical__Strength_149MG/100ML;900MG/100ML,0.0
categorical__Strength_149MG/100ML;450MG/100ML,0.0
categorical__Strength_145MG,0.0
categorical__Strength_140MG;125MG;125MG,0.0
categorical__Strength_140MG,0.0
categorical__Strength_14.9MG/ML,0.0
categorical__Strength_134MG,0.0
categorical__Strength_133MG;200MG,0.0
categorical__Strength_130MG,0.0
categorical__Strength_13.4GM/50ML;13.8GM/50ML (268MG/ML;276MG/ML),0.0
categorical__Strength_13.4GM/50ML;13.8GM/50ML (268MG/ML; 276MG/ML),0.0
categorical__Strength_13.3MG/24HR,0.0
categorical__Strength_12MG,0.0
categorical__Strength_125MG/5ML;EQ 31.25MG BASE/5ML,0.0
categorical__Strength_125MG/5ML,0.0
categorical__Strength_125MG/125ML (1MG/ML),0.0
categorical__Strength_125MG,0.0
categorical__Strength_120MG/0.8ML (150MG/ML),0.0
categorical__Strength_12.5MG;EQ 20MG BASE,0.0
categorical__Strength_12.5MG;EQ 10MG BASE,0.0
categorical__Strength_12.5MG;80MG,0.0
categorical__Strength_150MG/30ML (5MG/ML),0.0
categorical__Strength_150MG/ML (150MG/ML),0.0
categorical__Strength_18GM/500ML (3.6GM/100ML),0.0
categorical__Strength_150MG;300MG,0.0
categorical__Strength_180MG/20ML (9MG/ML),0.0
categorical__Strength_18.75MG;200MG;75MG,0.0
categorical__Strength_18.4MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,0.0
categorical__Strength_18.4MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,0.0
categorical__Strength_18.3MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,0.0
categorical__Strength_18.3MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,0.0
categorical__Strength_18.3MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,0.0
categorical__Strength_18.1416GM/30ML (604.72MG/ML),0.0
categorical__Strength_17.6MG/100ML;325.3MG/100ML;119.3MG/100ML;643MG/100ML,0.0
categorical__Strength_17.5MG,0.0
categorical__Strength_17.3MG,0.0
categorical__Strength_16MG;12.5MG,0.0
categorical__Strength_16MG,0.0
categorical__Strength_167MG;250MG,0.0
categorical__Strength_165MG,0.0
categorical__Strength_160MG/8ML (20MG/ML),0.0
categorical__Strength_160MG/16ML (10MG/ML),0.0
categorical__Strength_160MG/100ML,0.0
categorical__Strength_160MG,0.0
categorical__Strength_15MG/VIAL,0.0
categorical__Strength_15MG/ML,0.0
categorical__Strength_15MG/9HR (1.6MG/HR),0.0
categorical__Strength_15MG/5ML;6.25MG/5ML,0.0
categorical__Strength_15MG/5ML,0.0
categorical__Ingredient_CALCITRIOL,0.0
categorical__Ingredient_CALCIUM ACETATE,0.0
categorical__Strength_15MCG/HR,0.0
categorical__Strength_15GM/60ML,0.0
categorical__Strength_15GM/100ML,0.0
categorical__Strength_2.5MG;6.25MG,0.0
categorical__Strength_2.98GM/100ML,0.0
categorical__Strength_2GM/52.6ML (38MG/ML),0.0
categorical__Ingredient_BOSENTAN,0.0
categorical__Strength_25MCG/HR,0.0
categorical__Strength_25GM/50ML (500MG/ML),0.0
categorical__Strength_250MG;EQ 125MG BASE,0.0
categorical__Strength_250MG;100MG,0.0
categorical__Strength_250MG/VIAL,0.0
categorical__Strength_250MG/ML,0.0
categorical__Strength_250MG/5ML;EQ 62.5MG BASE/5ML,0.0
categorical__Ingredient_BORTEZOMIB,0.0
categorical__Strength_250MG/5ML,0.0
categorical__Strength_250MG/50ML (5MG/ML),0.0
categorical__Strength_250MG/2.5ML (100MG/ML),0.0
categorical__Strength_250MG/10ML,0.0
categorical__Strength_250MG/100ML,0.0
categorical__Strength_250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_250MCG/0.5ML,0.0
categorical__Ingredient_BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,0.0
categorical__Strength_250MCG,0.0
categorical__Strength_250-1000mCi,0.0
categorical__Strength_25.9MG,0.0
categorical__Strength_25.7MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,0.0
categorical__Strength_25.7MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,0.0
categorical__Strength_25.7MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,0.0
"categorical__Strength_25,000MG/50ML (500MG/ML)",0.0
categorical__Strength_24MG;26MG,0.0
categorical__Strength_24MG/1.2ML (20MG/ML),0.0
categorical__Strength_24MCG,0.0
categorical__Strength_23MG,0.0
categorical__Strength_236GM/BOT;2.97GM/BOT;6.74GM/BOT;5.86GM/BOT;22.74GM/BOT,0.0
categorical__Strength_234MG/ML,0.0
categorical__Strength_231MG,0.0
categorical__Ingredient_BLEOMYCIN SULFATE,0.0
categorical__Strength_25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_25MG/10ML (2.5MG/ML),0.0
categorical__Strength_25MG/10ML (2.5MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_2GM/50ML (40MG/ML),0.0
categorical__Strength_2GM/100ML (20MG/ML),0.0
categorical__Strength_2GM/100ML,0.0
categorical__Strength_29.8MG/ML,0.0
categorical__Strength_28MG,0.0
categorical__Strength_279.3MG/ML,0.0
categorical__Strength_270MG/30ML (9MG/ML),0.0
categorical__Strength_267MG,0.0
categorical__Strength_26.6MG;800MG,0.0
categorical__Strength_25MG;EQ 20MG BASE,0.0
categorical__Strength_25MG;80MG,0.0
categorical__Strength_5MEQ,0.0
categorical__Strength_25MG;40MG,0.0
categorical__Strength_25MG;37.5MG,0.0
categorical__Strength_25MG;320MG,0.0
categorical__Strength_25MG;300MG,0.0
categorical__Strength_25MG;25MG,0.0
categorical__Strength_25MG;250MG,0.0
categorical__Strength_25MG;20MG,0.0
categorical__Strength_25MG;200MG;100MG,0.0
categorical__Strength_25MG;200MG,0.0
categorical__Strength_25MG;160MG,0.0
categorical__Strength_25MG;100MG,0.0
categorical__Ingredient_BISOPROLOL FUMARATE,0.0
categorical__Strength_25MG/ML (25MG/ML),0.0
categorical__Ingredient_BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE,0.0
categorical__Ingredient_BIVALIRUDIN,0.0
categorical__Strength_25MG/5ML,0.0
categorical__Strength_25MG/2.5GM PACKET **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0.0
categorical__Strength_225MG,0.0
categorical__Strength_22.75MG/ML,0.0
categorical__Strength_22.5mCi-225mCi/6ML (3.75-37.5mCi/ML),0.0
categorical__Strength_20GM/100ML,0.0
categorical__Strength_200UNITS/10ML (20UNITS/ML),0.0
categorical__Strength_200MG;EQ 25MG BASE;EQ 25MG BASE,0.0
categorical__Strength_200MG;EQ 25MG BASE;300MG,0.0
categorical__Strength_200MG;EQ 25MG BASE,0.0
categorical__Strength_200MG;50MG,0.0
categorical__Strength_200MG;300MG,0.0
categorical__Strength_200MG/VIAL,0.0
categorical__Ingredient_BRIVARACETAM,0.0
categorical__Strength_200MG/5ML;EQ 28.5MG BASE/5ML,0.0
categorical__Strength_200MG/5ML;40MG/5ML,0.0
categorical__Strength_200MG/5ML,0.0
categorical__Strength_200MG/5.26ML (38MG/ML),0.0
categorical__Strength_200MG/20ML (10MG/ML),0.0
categorical__Strength_200MG/10ML (20MG/ML),0.0
categorical__Strength_200MG/100ML (2MG/ML),0.0
categorical__Strength_200MG/100ML,0.0
categorical__Ingredient_BROMOCRIPTINE MESYLATE,0.0
categorical__Strength_200MEQ/100ML (2MEQ/ML),0.0
