Gnrc_Name,Brnd_Name,Tot_Clms,Tot_Drug_Cst,Tot_Benes,Tot_30day_Fills,Tot_Day_Suply,year
Metoprolol Tartrate,Metoprolol Tartrate,15985330,129817133.27,4634036.0,34926763.99999999,1025467071,2022
Albuterol Sulfate,Albuterol Sulfate Hfa,15965991,807149940.9899999,6397646.0,19312041.800000004,479647767,2022
Trazodone Hcl,Trazodone Hcl,15210904,192818081.95999995,3919938.0,25783716.200000003,750726831,2022
Carvedilol,Carvedilol,14038473,160420544.16000003,4098142.0,31150929.7,919847286,2022
Sertraline Hcl,Sertraline Hcl,14028486,156025459.94000003,3343133.0,25528546.499999996,742385132,2022
Potassium Chloride,Klor-Con M20,13833806,408420082.5500001,3862179.0,25755104.199999996,737317888,2022
Prednisone,Prednisone,12629798,94005017.94999999,7409603.0,15414722.599999998,283650190,2022
Clopidogrel Bisulfate,Clopidogrel,11983500,189292598.80999997,3533999.0,26526789.800000004,783069926,2022
Tramadol Hcl,Tramadol Hcl,11722160,103750141.56000003,3976778.0,11927681.700000001,244043840,2022
Fluticasone Propionate,Fluticasone Propionate,11674239,456205888.7300001,4803344.0,19429818.100000005,580500890,2022
Alprazolam,Alprazolam,11135328,107138003.79,2507359.0,12043059.3,331688279,2022
Montelukast Sodium,Montelukast Sodium,10922380,191901658.27,3135861.0,23577289.000000007,700203688,2022
Duloxetine Hcl,Duloxetine Hcl,10746503,470996222.54000014,2547833.0,19220013.400000002,563875777,2022
Famotidine,Famotidine,10710682,168289785.50999993,3258933.0,20107712.999999996,585818562,2022
Escitalopram Oxalate,Escitalopram Oxalate,10455708,157910572.15999997,2570955.0,19475579.399999995,569484994,2022
Meloxicam,Meloxicam,10090404,65168568.83,3728457.0,16694841.6,489408410,2022
Latanoprost,Latanoprost,9545896,210957965.85000005,2571109.0,17197363.200000003,491891547,2022
Pravastatin Sodium,Pravastatin Sodium,9478835,165926635.19000003,2665466.0,23738022.9,705157615,2022
Clonazepam,Clonazepam,8499259,73692073.07999998,1586453.0,9294836.100000001,264502286,2022
Allopurinol,Allopurinol,8413585,126654061.18999997,2290612.0,19853466.799999997,588317312,2022
Quetiapine Fumarate,Quetiapine Fumarate,8331864,302771845.56999993,1561760.0,10892190.500000002,305579872,2022
Oxycodone Hcl/Acetaminophen,Oxycodone-Acetaminophen,7868456,286296640.31,2265735.0,7879283.500000001,180615018,2022
Diclofenac Sodium,Diclofenac Sodium,7605339,471437144.1700001,2910583.0,9253646.5,227716049,2022
Lorazepam,Lorazepam,7504273,68449636.88999999,1816888.0,8082503.199999998,208434509,2022
Oxycodone Hcl,Oxycodone Hcl,7379459,521293375.2599999,2466848.0,7390903.199999997,153020923,2022
Alendronate Sodium,Alendronate Sodium,7242537,81577974.88,2091768.0,15969962.100000001,473177815,2022
Bupropion Hcl,Bupropion Hcl Sr,7024678,274467865.22999996,1668938.0,12558766.1,370656763,2022
Zolpidem Tartrate,Zolpidem Tartrate,6982947,71055839.53000002,1554330.0,8622894.1,253979000,2022
Donepezil Hcl,Donepezil Hcl,6941010,105386092.25000001,1595827.0,11447660.999999998,326231278,2022
Amoxicillin,Amoxicillin,6931356,28237789.800000004,5305824.0,6987662.099999998,49433949,2022
"Insulin Glargine,hum.Rec.Anlog",Lantus Solostar,6808055,4072395609.87,1739962.0,11735706.300000003,331867824,2022
Mirtazapine,Mirtazapine,6782847,151502962.54000005,1521513.0,9651314.999999998,271518782,2022
Glipizide,Glipizide,6750116,89511465.46,1897347.0,15913103.799999993,472965160,2022
Azithromycin,Azithromycin,6573895,60166780.45,5198832.0,6827500.100000001,51658560,2022
Citalopram Hydrobromide,Citalopram Hbr,6511582,53843204.690000005,1537908.0,12889022.1,378419344,2022
Atenolol,Atenolol,6503733,62119953.48999999,1781267.0,16347643.600000001,487045649,2022
Fluoxetine Hcl,Fluoxetine Hcl,6357662,97777914.93999997,1425863.0,11843567.899999997,348467821,2022
Spironolactone,Spironolactone,6235570,80624030.83999999,1825996.0,13588207.900000002,401736936,2022
Finasteride,Finasteride,6044512,101591934.33999999,1709882.0,14242319.600000001,422265232,2022
Buspirone Hcl,Buspirone Hcl,5894170,107409455.37000002,1349637.0,8519978.499999998,243975467,2022
Rivaroxaban,Xarelto,5772196,5042544921.8,1343871.0,9985077.4,284319230,2022
Tizanidine Hcl,Tizanidine Hcl,5561807,83976739.35999997,1819394.0,7154543.600000001,189994090,2022
Warfarin Sodium,Warfarin Sodium,5532708,70849932.12999998,1244169.0,11008652.000000002,307269383,2022
Pregabalin,Pregabalin,5510579,268586174.92,1363951.0,6915702.7,201596758,2022
Ibuprofen,Ibuprofen,5473305,52210417.309999995,2784617.0,6284972.4,131942560,2022
Lisinopril/Hydrochlorothiazide,Lisinopril-Hydrochlorothiazide,5342516,48429894.620000005,1559312.0,14065533.899999995,420744817,2022
Ezetimibe,Ezetimibe,5222660,297454416.62,1526718.0,12648233.900000002,377365188,2022
Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,5180059,79739046.50000001,1825851.0,6253803.300000002,160167688,2022
Empagliflozin,Jardiance,5027481,5148228313.540003,1272574.0,9105237.400000002,268284093,2022
Cephalexin,Cephalexin,5020185,43584669.55999999,3982974.0,5325637.500000002,55300856,2022
Venlafaxine Hcl,Venlafaxine Hcl Er,4872572,145496263.83999997,1028882.0,8814949.500000002,258649816,2022
Hydralazine Hcl,Hydralazine Hcl,4860683,97213127.05000001,1386123.0,9364365.8,272267186,2022
Triamcinolone Acetonide,Triamcinolone Acetonide,4858149,61431532.04000002,2888035.0,5364023.6,129066692,2022
Memantine Hcl,Memantine Hcl,4763428,287014982.82,1027678.0,7036903.100000001,196543865,2022
Glimepiride,Glimepiride,4519316,54565414.96,1248020.0,10872058.999999996,324044155,2022
Diltiazem Hcl,Diltiazem 24hr Er (Cd),4343942,181842101.0,1212102.0,9285886.8,272549220,2022
Divalproex Sodium,Divalproex Sodium,4251693,265085570.15000013,747489.0,4974456.5,133122639,2022
Oxybutynin Chloride,Oxybutynin Chloride,4207115,144995361.12,1180631.0,7661084.100000001,222374626,2022
Losartan/Hydrochlorothiazide,Losartan-Hydrochlorothiazide,4201841,85435055.99000002,1211681.0,10807017.400000002,323312805,2022
Baclofen,Baclofen,4176992,120721377.73999998,1213751.0,5496356.0,149762480,2022
Dulaglutide,Trulicity,4174280,5581472135.650002,895871.0,5968630.600000002,171391611,2022
Isosorbide Mononitrate,Isosorbide Mononitrate Er,4117420,74866104.58000001,1149687.0,8705590.3,256584910,2022
Methylprednisolone,Methylprednisolone,4005703,40441816.47,3363326.0,4060764.5,28562569,2022
Amoxicillin/Potassium Clav,Amoxicillin-Clavulanate Potass,3989813,52288579.92999998,3368993.0,4006301.5,36198249,2022
Doxycycline Hyclate,Doxycycline Hyclate,3844583,91924330.62,2870563.0,4164676.1999999993,59471393,2022
Levetiracetam,Levetiracetam,3744036,215109260.78000003,785551.0,5631235.199999999,158103461,2022
Celecoxib,Celecoxib,3731395,188625469.67999995,1271648.0,6022978.6,175794140,2022
Sitagliptin Phosphate,Januvia,3723471,3505633728.6099997,840113.0,6787307.1,195504002,2022
Varicella-Zoster Ge/As01b/Pf,Shingrix,3612021,707435858.0499997,2775904.0,3631650.2,6352228,2022
Lamotrigine,Lamotrigine,3536996,189644533.57999995,693248.0,5294619.199999999,153783846,2022
Fluticasone/Umeclidin/Vilanter,Trelegy Ellipta,3515422,2971640378.18,857170.0,4625732.9,138369836,2022
Risperidone,Risperidone,3435579,70586887.44999999,577546.0,4023623.3,110168460,2022
Semaglutide,Ozempic,3434882,4667099435.129999,862331.0,5081996.299999999,148824386,2022
Budesonide/Formoterol Fumarate,Symbicort,3263847,1675972043.8500006,883949.0,4514718.8,135281408,2022
Ciprofloxacin Hcl,Ciprofloxacin Hcl,3256959,25183259.770000003,2554115.0,3299357.1,29126269,2022
Aripiprazole,Aripiprazole,3248742,853551275.4000003,657514.0,4178635.900000001,119567932,2022
Olanzapine,Olanzapine,3219457,132428541.04,562687.0,3750396.0000000005,102217614,2022
Prednisolone Acetate,Prednisolone Acetate,3119683,155425485.79999992,1932695.0,3990005.2999999993,102945400,2022
Mirabegron,Myrbetriq,3026523,1895761389.9699993,717445.0,4520944.3,127253229,2022
Sulfamethoxazole/Trimethoprim,Sulfamethoxazole-Trimethoprim,3020638,17398745.38,2105666.0,3326580.1,45530747,2022
Carbidopa/Levodopa,Carbidopa-Levodopa,2971679,347770938.81,739988.0,5148156.599999999,147517042,2022
Hydroxyzine Hcl,Hydroxyzine Hcl,2924614,56906438.54999999,866653.0,3693425.8,96648997,2022
Amitriptyline Hcl,Amitriptyline Hcl,2901836,63077192.90000002,720107.0,5142266.1000000015,152269202,2022
Fluticasone Propion/Salmeterol,Advair Diskus,2890901,1189596332.93,833199.0,4105581.3,122989952,2022
Estradiol,Estradiol,2874392,238874827.7199999,1060760.0,6630356.3999999985,197536778,2022
Clonidine Hcl,Clonidine Hcl,2845105,27940600.959999997,775682.0,5131254.8999999985,148187945,2022
Paroxetine Hcl,Paroxetine Hcl,2837149,44348263.38,641779.0,5281230.699999999,155192605,2022
"Pen Needle, Diabetic",Ultra-Fine Mini Pen Needle,2794007,218809745.14999995,983000.0,5663048.1000000015,166828557,2022
Valsartan,Valsartan,2792918,111286545.72999997,789869.0,6654995.499999997,197544966,2022
Ketoconazole,Ketoconazole,2640073,77533371.16000001,1267034.0,2873536.200000001,77004343,2022
Ropinirole Hcl,Ropinirole Hcl,2629801,58362223.139999986,608534.0,4797486.299999999,139699694,2022
Nifedipine,Nifedipine Er,2629544,131147925.17000002,740032.0,5509431.999999999,162915889,2022
Pioglitazone Hcl,Pioglitazone Hcl,2571866,47395248.059999995,719856.0,6208081.2,185195341,2022
Topiramate,Topiramate,2550447,109332465.04999998,602538.0,4156933.0999999996,121559016,2022
Ondansetron Hcl,Ondansetron Hcl,2511915,50301161.14000001,1292819.0,2596334.899999999,34266694,2022
Triamterene/Hydrochlorothiazid,Triamterene-Hydrochlorothiazid,2484448,30795726.879999988,691079.0,6311423.800000002,188471442,2022
Lovastatin,Lovastatin,2461291,27773728.390000004,659868.0,6328274.899999999,188578021,2022
Propranolol Hcl,Propranolol Hcl,2452477,89817081.33999999,631186.0,4393940.8,128308277,2022
Timolol Maleate,Timolol Maleate,2444663,62626464.41000001,784438.0,4985949.299999999,146689757,2022
Morphine Sulfate,Morphine Sulfate Er,2364234,91171221.87,521391.0,2369219.3000000003,64503408,2022
Nitrofurantoin Monohyd/M-Cryst,Nitrofurantoin Mono-Macro,2348236,55655350.78000001,1771463.0,2451915.7999999993,23873838,2022
Diazepam,Diazepam,2291881,23461858.610000003,618078.0,2430378.9999999995,60473535,2022
Mupirocin,Mupirocin,2273298,24070778.890000004,1631564.0,2305760.7,37840823,2022
Fluticasone/Vilanterol,Breo Ellipta,2238940,1155777113.0099998,555452.0,2925121.6999999997,86953396,2022
Dorzolamide Hcl/Timolol Maleat,Dorzolamide-Timolol,2222528,72934492.10000001,690804.0,4637662.4,138690655,2022
Dapagliflozin Propanediol,Farxiga,2217887,2089074034.9999998,566260.0,3743746.1000000015,110293031,2022
Olmesartan Medoxomil,Olmesartan Medoxomil,2199530,73160190.68,614450.0,5300797.700000001,158333905,2022
Ondansetron,Ondansetron Odt,2196721,50090540.41999999,1372036.0,2242874.4999999995,24750819,2022
Sacubitril/Valsartan,Entresto,2160162,2119732358.84,543074.0,3445631.1999999993,100205505,2022
Brimonidine Tartrate,Alphagan P,2158051,243747960.79999998,651539.0,3831856.000000001,110250943,2022
Amiodarone Hcl,Amiodarone Hcl,2135707,65362626.429999985,706249.0,4176791.5999999987,121281526,2022
Temazepam,Temazepam,2134846,25719647.97,450256.0,2352402.8000000007,69236820,2022
Insulin Aspart,Novolog Flexpen,2129520,1803450403.5800002,600543.0,3350676.8000000003,91322787,2022
Naproxen,Naproxen,2091055,31569729.59,920529.0,2668013.3,69868915,2022
Chlorthalidone,Chlorthalidone,2078622,54212755.17999999,607912.0,4888525.100000001,145748522,2022
Esomeprazole Magnesium,Esomeprazole Magnesium,2071875,200054329.94000006,540103.0,4155553.7999999993,123178557,2022
Methotrexate Sodium,Methotrexate,2062706,79879320.38999999,571482.0,3902290.4000000004,114276456,2022
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,2051319,146910755.27,609371.0,4079667.9000000004,120713471,2022
Azelastine Hcl,Azelastine Hcl,1989268,83844285.38000003,854709.0,2910180.5999999987,84654144,2022
Torsemide,Torsemide,1974274,46294076.529999994,599014.0,3668574.600000001,105919253,2022
Acetaminophen With Codeine,Acetaminophen-Codeine,1957144,32033384.71999999,874451.0,1964748.7000000004,31679770,2022
Fluconazole,Fluconazole,1943619,28497011.59,1098042.0,2077922.1,21017633,2022
Nystatin,Nystatin,1917288,48897174.46999999,877744.0,1999642.7999999996,37037403,2022
Irbesartan,Irbesartan,1902925,61036193.53000001,520034.0,4712348.4,140693907,2022
Benztropine Mesylate,Benztropine Mesylate,1854543,24545828.630000006,320864.0,2118241.6999999993,58535552,2022
Meclizine Hcl,Meclizine Hcl,1796288,20683251.639999997,694635.0,2114809.6000000006,48505251,2022
Chlorhexidine Gluconate,Chlorhexidine Gluconate,1782189,11017264.620000001,1150083.0,1826072.1000000003,34116111,2022
Insulin Lispro,Humalog Kwikpen U-100,1739933,1229462547.3100004,526547.0,2802467.6000000015,75430067,2022
Tiotropium Bromide,Spiriva Handihaler,1727857,1185669766.6399999,461908.0,2462528.6000000006,73252834,2022
Benazepril Hcl,Benazepril Hcl,1724921,21295454.870000005,461341.0,4322412.7,128750434,2022
Insulin Detemir,Levemir Flextouch,1723559,1208193065.1799998,414865.0,2731892.1,75101338,2022
Dextroamphetamine/Amphetamine,Dextroamphetamine-Amphetamine,1717992,86512826.55000004,359267.0,1787801.7999999996,52524882,2022
Linaclotide,Linzess,1717691,1239011044.0299997,447767.0,2426706.6999999997,72045977,2022
Nitroglycerin,Nitroglycerin,1713544,41513090.86000001,946786.0,2058457.4000000006,46178407,2022
Doxazosin Mesylate,Doxazosin Mesylate,1685164,36046029.60000001,449786.0,3760174.0999999996,111345440,2022
Valacyclovir Hcl,Valacyclovir,1673650,80272086.34,643039.0,2427181.4999999995,54633651,2022
Enalapril Maleate,Enalapril Maleate,1646305,38092013.99999999,433166.0,3782100.500000001,112333147,2022
Dicyclomine Hcl,Dicyclomine Hcl,1606509,37741851.33999999,571682.0,2202197.7,58156806,2022
Buprenorphine Hcl/Naloxone Hcl,Buprenorphine-Naloxone,1604957,334560531.34000003,274414.0,1612162.3000000003,33282362,2022
Nirmatrelvir/Ritonavir,Paxlovid (Eua),1583282,16430293.22,1561124.0,1583347.5999999999,8038408,2022
Cyclosporine,Restasis,1568903,1569087611.12,578743.0,2513992.4000000004,74280712,2022
Hydrocortisone,Hydrocortisone,1562377,33697428.63,758610.0,1827656.6999999995,43752364,2022
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,1559201,28912304.37,503360.0,2844541.4000000004,84091970,2022
Icosapent Ethyl,Icosapent Ethyl,1540725,738026369.0100005,361281.0,2333850.8000000003,69057519,2022
Bumetanide,Bumetanide,1530965,84110894.34000002,425055.0,2616392.5,74122835,2022
Sucralfate,Sucralfate,1523152,102662665.61,502034.0,2005402.5999999999,53349265,2022
Fenofibrate,Fenofibrate,1498285,61199590.92000001,403730.0,3484747.8999999994,103609673,2022
Bimatoprost,Lumigan,1482360,644007068.5399997,387599.0,2510439.9999999995,71794666,2022
Methocarbamol,Methocarbamol,1471259,19805316.770000003,617078.0,1645104.8999999997,38875963,2022
Levofloxacin,Levofloxacin,1386951,12008959.319999998,1066309.0,1394923.3999999992,11854687,2022
Clobetasol Propionate,Clobetasol Propionate,1381855,97541033.59000003,734265.0,1484170.6999999995,38163337,2022
Anastrozole,Anastrozole,1377086,36407157.23,420749.0,3164915.0000000005,94319005,2022
Digoxin,Digoxin,1365844,42425320.33,360339.0,2718481.4999999995,79222017,2022
Fenofibrate Nanocrystallized,Fenofibrate,1307890,61119806.82000001,333499.0,2730594.7999999993,80564163,2022
Insulin Degludec,Tresiba Flextouch U-100,1277333,1195907205.9700003,352052.0,2351074.400000001,67993916,2022
Cefdinir,Cefdinir,1271203,26095901.820000015,1093586.0,1276375.7999999998,10981069,2022
Linagliptin,Tradjenta,1264111,946172964.1299999,269435.0,1985996.4000000001,54432453,2022
Pramipexole Di-Hcl,Pramipexole Dihydrochloride,1259961,29774509.140000008,313288.0,2379869.099999999,69713852,2022
Ipratropium Bromide,Ipratropium Bromide,1242277,100540204.08,516957.0,1790844.1,48469271,2022
Sumatriptan Succinate,Sumatriptan Succinate,1235927,45607034.93999999,314482.0,1429693.5000000002,37131594,2022
Ketorolac Tromethamine,Ketorolac Tromethamine,1214996,31975258.779999994,748860.0,1401287.0,33628124,2022
Amlodipine Besylate/Benazepril,Amlodipine Besylate-Benazepril,1207752,28200822.95,325985.0,3009548.2,89938893,2022
Ramipril,Ramipril,1194072,16281780.15,326957.0,3015928.600000001,90024321,2022
Lactulose,Lactulose,1167613,61847019.339999996,336742.0,1290428.2,26054612,2022
Acyclovir,Acyclovir,1153275,29642221.160000008,361321.0,1814855.9,48160135,2022
Clindamycin Hcl,Clindamycin Hcl,1128720,11000420.46,837186.0,1133773.5,8313837,2022
Umeclidinium Brm/Vilanterol Tr,Anoro Ellipta,1127335,661391008.12,271566.0,1438171.1,42738107,2022
Clozapine,Clozapine,1126165,116832516.21,119390.0,1130484.5,27078125,2022
Valsartan/Hydrochlorothiazide,Valsartan-Hydrochlorothiazide,1115540,56685191.50000001,309774.0,2823096.3000000003,84447772,2022
Clotrimazole/Betamethasone Dip,Clotrimazole-Betamethasone,1074430,32613115.980000008,530947.0,1131867.1999999993,25650154,2022
Hydroxyzine Pamoate,Hydroxyzine Pamoate,1062375,13422390.31,287586.0,1244256.4000000004,33191337,2022
Ofloxacin,Ofloxacin,1038153,20811740.69999999,752119.0,1092275.5999999999,22410053,2022
Dexamethasone,Dexamethasone,1024708,17149876.240000002,646851.0,1097669.4000000001,14926235,2022
Terazosin Hcl,Terazosin Hcl,984698,26665428.11,286644.0,2391094.8000000007,70925953,2022
Doxycycline Monohydrate,Doxycycline Monohydrate,984663,24814895.44,735550.0,1083810.8,16286863,2022
Primidone,Primidone,975605,31764796.40000001,244952.0,1683334.7999999998,48883755,2022
Oxcarbazepine,Oxcarbazepine,962358,83666465.52000003,202151.0,1278051.3000000003,36319363,2022
Promethazine Hcl,Promethazine Hcl,945294,11777577.940000001,331787.0,986408.1000000002,14869061,2022
Ammonium Lactate,Ammonium Lactate,926696,23970597.27,391626.0,1034303.2,29940715,2022
Carbamazepine,Carbamazepine,917677,97249747.08000001,211241.0,1213565.4000000006,34002558,2022
Evolocumab,Repatha Sureclick,903437,703060560.2899998,193166.0,1293322.4000000001,37517778,2022
Alcohol Antiseptic Pads,Easy Touch Alcohol Prep Pads,888697,16299508.379999999,288490.0,1498245.7000000002,44110121,2022
Nebivolol Hcl,Nebivolol Hcl,886188,102812480.50999998,242292.0,1797901.7,53403853,2022
Lithium Carbonate,Lithium Carbonate,885524,10823606.889999999,173901.0,1084479.5999999999,30469483,2022
Calcitriol,Calcitriol,884662,23368607.079999994,260558.0,1830816.0999999999,53796194,2022
Ergocalciferol (Vitamin D2),Vitamin D2,882663,5480895.32,284176.0,1807762.7000000002,53355485,2022
Flecainide Acetate,Flecainide Acetate,874240,61988350.10999999,265922.0,1970252.1000000006,58570876,2022
Dorzolamide Hcl,Dorzolamide Hcl,862109,26431633.63,265588.0,1698884.5999999999,50671351,2022
"Peg3350/Sod Sulf,bicarb,cl/Kcl",Gavilyte-G,853081,13170196.189999998,827904.0,857021.0,1376266,2022
Metronidazole,Metronidazole,852359,39961863.550000004,567916.0,901135.8,16255129,2022
Sotalol Hcl,Sotalol,850878,21452646.360000007,251154.0,1913503.1,56826791,2022
Erythromycin Base,Erythromycin,848779,16296666.75,524092.0,878810.0999999999,12623881,2022
Brimonidine Tartrate/Timolol,Brimonidine Tartrate-Timolol,845452,296168150.65999997,250506.0,1335391.6999999995,37891718,2022
Fentanyl,Fentanyl,841059,95179824.28999999,176675.0,843198.7,23139161,2022
Verapamil Hcl,Verapamil Er,833285,35697973.37,240021.0,1773884.8000000003,52336314,2022
Ranolazine,Ranolazine Er,830407,126455172.58000003,226788.0,1529912.2000000002,45157942,2022
Prazosin Hcl,Prazosin Hcl,830113,28558128.739999995,171351.0,1077714.6,30727497,2022
Sitagliptin Phos/Metformin Hcl,Janumet,827678,709073470.8100001,206525.0,1425291.9000000001,42025258,2022
Ipratropium/Albuterol Sulfate,Combivent Respimat,804924,266921534.74999997,251101.0,906204.1999999998,19204934,2022
Lidocaine,Lidocaine,804918,140585856.55,244188.0,918012.8000000002,25388533,2022
Nortriptyline Hcl,Nortriptyline Hcl,799396,13364204.070000002,225143.0,1342187.0000000005,39608719,2022
Doxepin Hcl,Doxepin Hcl,795987,48404729.69,200927.0,1066624.0,31047112,2022
Haloperidol,Haloperidol,768289,28295199.549999993,138207.0,829058.3999999999,22043426,2022
Umeclidinium Bromide,Incruse Ellipta,748282,336739086.34000003,183418.0,930537.2999999999,27203609,2022
Lurasidone Hcl,Latuda,736472,1203458601.4899998,130752.0,777832.3,21492098,2022
Midodrine Hcl,Midodrine Hcl,731242,63233230.13000001,197914.0,970592.4999999999,25857542,2022
Solifenacin Succinate,Solifenacin Succinate,716751,56854889.580000006,216063.0,1289865.7000000002,38028891,2022
Telmisartan,Telmisartan,714973,33245702.209999993,198527.0,1728119.4,51636797,2022
Neomycin/Polymyxin B/Dexametha,Neomycin-Polymyxin-Dexameth,704771,10253435.189999996,527708.0,723191.4000000001,11246441,2022
Dexlansoprazole,Dexilant,704034,309168267.98999995,186405.0,1016975.2000000002,29934682,2022
Lansoprazole,Lansoprazole,699126,42983611.36999999,194243.0,1334932.6999999997,39247862,2022
Lipase/Protease/Amylase,Zenpep,672738,1106273013.0600002,163446.0,805004.3999999999,22380381,2022
Letrozole,Letrozole,668920,19698436.5,198718.0,1487099.1999999995,44332222,2022
Alfuzosin Hcl,Alfuzosin Hcl Er,666194,19499093.019999996,212080.0,1521050.6999999997,45385989,2022
Moxifloxacin Hcl,Moxifloxacin,649006,23603939.39,423019.0,656889.1000000001,10434468,2022
Cefuroxime Axetil,Cefuroxime,647242,16098137.529999996,532848.0,654058.2000000002,5682167,2022
Sevelamer Carbonate,Sevelamer Carbonate,645514,277683839.9,186075.0,975275.9999999999,27522492,2022
Labetalol Hcl,Labetalol Hcl,644774,30229198.629999995,174849.0,1244720.5000000002,36326773,2022
Metoclopramide Hcl,Metoclopramide Hcl,643245,6665742.68,214576.0,780288.3,19712114,2022
Bictegrav/Emtricit/Tenofov Ala,Biktarvy,641231,2524806158.5299997,95692.0,670205.5,20010572,2022
Ticagrelor,Brilinta,640021,411875320.84000003,173707.0,979588.2,28224411,2022
Bisoprolol Fumarate,Bisoprolol Fumarate,631361,26411385.709999997,190492.0,1490996.0999999999,44341215,2022
Hydromorphone Hcl,Hydromorphone Hcl,619743,21025616.23,176428.0,620628.5999999999,13638363,2022
Colchicine,Colchicine,617391,74195764.21,204396.0,876847.7000000002,22845094,2022
Testosterone Cypionate,Testosterone Cypionate,583850,27766897.41,161420.0,938066.0,26915499,2022
Mometasone Furoate,Mometasone Furoate,583145,34678315.1,308126.0,681170.6999999997,17824126,2022
Ziprasidone Hcl,Ziprasidone Hcl,580690,58661051.160000004,105370.0,696866.5999999999,19756709,2022
Lacosamide,Lacosamide,580098,398134234.44000006,134529.0,677838.6,18240797,2022
"Sodium, Potassium,mag Sulfates",Suprep,578581,63270717.919999994,567857.0,588035.6,1229292,2022
Liraglutide,Victoza 3-Pak,569902,832373893.2700002,160098.0,854405.6999999998,25119887,2022
"Diphth,pertuss(Acell),tet Vac",Boostrix Tdap,569119,36097707.16999999,567148.0,570225.4,822837,2022
Dutasteride,Dutasteride,563771,30665279.83,161711.0,1234962.9,36746350,2022
Paliperidone Palmitate,Invega Sustenna,560834,1722298162.3500006,97236.0,621705.6,17420519,2022
Methimazole,Methimazole,559982,7284042.529999999,159964.0,1140666.9000000004,33516165,2022
Methadone Hcl,Methadone Hcl,544675,11827483.370000005,109462.0,546587.4000000001,15064658,2022
Dabigatran Etexilate Mesylate,Dabigatran Etexilate,542885,298527767.90000004,176297.0,1139221.5999999999,33610816,2022
Adalimumab,Humira(Cf) Pen,532330,4329903625.97,107906.0,562199.1,15780277,2022
Gemfibrozil,Gemfibrozil,530246,11434304.349999998,141362.0,1067465.6,31532117,2022
Phenytoin Sodium Extended,Phenytoin Sodium Extended,528358,30227803.699999996,126680.0,739606.7,20657756,2022
Olmesartan/Hydrochlorothiazide,Olmesartan-Hydrochlorothiazide,526824,33763713.660000004,146576.0,1233700.7999999998,36920489,2022
Sildenafil Citrate,Sildenafil Citrate,524064,34589556.129999995,138810.0,652482.6999999998,17487609,2022
Cilostazol,Cilostazol,521044,13371776.059999999,146955.0,926273.6000000001,27264787,2022
Desvenlafaxine Succinate,Desvenlafaxine Succinate Er,518707,52166013.5,118615.0,761185.1,22282310,2022
Methylphenidate Hcl,Methylphenidate Er,514328,34510138.599999994,136384.0,542026.2,15823140,2022
Folic Acid,Folic Acid,513093,2477919.7500000005,151041.0,1052235.4,31177925,2022
Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,508337,47196597.45,142801.0,897351.4000000001,26538114,2022
Butalb/Acetaminophen/Caffeine,Butalbital-Acetaminophen-Caffe,506391,21955459.840000004,126255.0,523731.49999999994,10171883,2022
Fluocinonide,Fluocinonide,489907,52007098.84999999,249479.0,522485.70000000007,14207241,2022
Methenamine Hippurate,Methenamine Hippurate,474318,43867553.699999996,125561.0,696811.2999999999,19748886,2022
