Gnrc_Name,Brnd_Name,Tot_Clms,Tot_Drug_Cst,Tot_Benes,Tot_30day_Fills,Tot_Day_Suply,year
Finasteride,Finasteride,6242654,100804524.96999998,1783420.0,14733258.100000003,436211521,2023
Citalopram Hydrobromide,Citalopram Hbr,6227631,56552139.44000002,1472943.0,12522988.700000003,367330861,2023
Atenolol,Atenolol,6090618,64228470.29999999,1672003.0,15452972.500000004,460198581,2023
Pregabalin,Pregabalin,6042538,277848430.4500001,1519174.0,7671017.6,223804621,2023
Rivaroxaban,Xarelto,5892811,5511694348.01,1371650.0,10287901.899999997,293406051,2023
Tizanidine Hcl,Tizanidine Hcl,5846521,82336448.86999997,1936513.0,7553407.400000002,199843700,2023
Cyclobenzaprine Hcl,Cyclobenzaprine Hcl,5783649,63506826.69000001,2107652.0,7009827.900000001,178063745,2023
Ibuprofen,Ibuprofen,5703817,47699988.79000001,3015362.0,6502991.800000003,132601478,2023
Varicella-Zoster Ge/As01b/Pf,Shingrix,5417608,1152724533.1100001,4067652.0,5445598.100000001,8834107,2023
Cephalexin,Cephalexin,5406721,48054087.699999996,4339691.0,5733952.399999999,58682135,2023
Lisinopril/Hydrochlorothiazide,Lisinopril-Hydrochlorothiazide,5170854,60121168.99000002,1508234.0,13766831.499999998,411807295,2023
Triamcinolone Acetonide,Triamcinolone Acetonide,5138123,63369811.88999999,3076153.0,5706387.499999998,138538540,2023
Hydralazine Hcl,Hydralazine Hcl,5051600,96667414.70000002,1450208.0,9822626.9,285217294,2023
Memantine Hcl,Memantine Hcl,5042907,259986842.34999993,1093522.0,7532333.6,210234355,2023
Amoxicillin/Potassium Clav,Amoxicillin-Clavulanate Potass,4970506,56770802.19000001,4269618.0,4989532.8,44305768,2023
Venlafaxine Hcl,Venlafaxine Hcl,4912094,145369436.89999998,1040232.0,9046322.299999997,265231664,2023
Dulaglutide,Trulicity,4851616,6666365125.900001,1018826.0,6779381.400000001,193878678,2023
Warfarin Sodium,Warfarin Sodium,4773701,64821527.969999984,1082567.0,9571394.500000002,267842255,2023
Losartan/Hydrochlorothiazide,Losartan-Hydrochlorothiazide,4585233,104198314.28,1324514.0,11949748.399999993,357527825,2023
Doxycycline Hyclate,Doxycycline Hyclate,4539991,90914391.32000002,3463235.0,4905827.500000001,67806358,2023
Fluticasone/Umeclidin/Vilanter,Trelegy Ellipta,4532469,4011731369.5799994,1097862.0,6016805.0,179985363,2023
Methylprednisolone,Methylprednisolone,4357652,42496059.330000006,3693265.0,4414496.8,30669408,2023
Celecoxib,Celecoxib,4295142,171345726.26999998,1484923.0,6918757.8,201860729,2023
Divalproex Sodium,Divalproex Sodium,4290850,231747648.26000005,752828.0,5019355.4,133384202,2023
Baclofen,Baclofen,4288521,99515404.91,1251351.0,5675216.500000002,154322383,2023
Rsvpref3 Antigen/As01e/Pf,Arexvy,4278430,1351013283.9500003,4274614.0,4281477.699999999,4881556,2023
Oxybutynin Chloride,Oxybutynin Chloride Er,4234587,120854468.56999998,1193901.0,7868082.199999999,228297235,2023
Glimepiride,Glimepiride,4214846,56389807.78000001,1174080.0,10257002.8,305672540,2023
Diltiazem Hcl,Diltiazem 24hr Er (Cd),4153827,170939579.74,1169135.0,8975706.799999999,262956975,2023
Isosorbide Mononitrate,Isosorbide Mononitrate Er,4056639,77633904.39999998,1146895.0,8680300.599999998,255742234,2023
Levetiracetam,Levetiracetam,3853939,212338135.64,814343.0,5858922.5,164105024,2023
Dapagliflozin Propanediol,Farxiga,3755745,3719615328.450001,953082.0,6479634.400000003,190389196,2023
Lamotrigine,Lamotrigine,3616065,198607093.59000006,709867.0,5477433.2,158959735,2023
Sitagliptin Phosphate,Januvia,3498323,3446734330.2699995,792257.0,6370422.199999998,182634682,2023
Aripiprazole,Aripiprazole,3380680,844314017.5800002,685346.0,4406326.599999999,125852787,2023
Risperidone,Risperidone,3351191,87779235.63999999,560364.0,3931311.3,107336795,2023
Ciprofloxacin Hcl,Ciprofloxacin Hcl,3350770,27007385.899999995,2640907.0,3396492.6,30181452,2023
Prednisolone Acetate,Prednisolone Acetate,3341061,155817840.54,2070458.0,4304965.299999999,110923176,2023
Hydroxyzine Hcl,Hydroxyzine Hcl,3321511,67787713.27,990364.0,4234016.699999999,111050618,2023
Valsartan,Valsartan,3294446,125827252.85,942667.0,8015538.199999999,237928009,2023
Olanzapine,Olanzapine,3265757,135256062.76999998,581243.0,3813603.6999999993,103350436,2023
Budesonide/Formoterol Fumarate,Symbicort,3236078,1691865577.6299999,887971.0,4422116.7,132484241,2023
Mirabegron,Myrbetriq,3185794,2103635686.6399999,763092.0,4824811.000000001,135428789,2023
Estradiol,Estradiol,3166307,259482531.41000003,1216398.0,7497261.8,223468973,2023
Carbidopa/Levodopa,Carbidopa-Levodopa,3074397,380816114.46999997,769448.0,5387113.100000001,154094370,2023
Sulfamethoxazole/Trimethoprim,Sulfamethoxazole-Trimethoprim,3010218,18790504.93,2108966.0,3323518.099999999,45651000,2023
Ketoconazole,Ketoconazole,2999815,79175486.19000001,1436980.0,3295090.3,89339290,2023
"Pen Needle, Diabetic",Ultra-Fine Mini Pen Needle,2920035,234669925.0,1044982.0,6079354.4,179239712,2023
Amitriptyline Hcl,Amitriptyline Hcl,2899088,57639136.93000001,725152.0,5202668.799999999,154014267,2023
Fluticasone Propion/Salmeterol,Advair Diskus,2882959,1169817281.4699998,845017.0,4107467.6000000006,123080669,2023
Ondansetron,Ondansetron Odt,2836105,48348169.28,1791804.0,2896420.2999999993,31380239,2023
Ondansetron Hcl,Ondansetron Hcl,2816054,43187753.92999999,1497864.0,2907930.199999999,37181484,2023
Nifedipine,Nifedipine Er,2802248,115138065.79999998,797281.0,5956558.0,176005657,2023
Clonidine Hcl,Clonidine Hcl,2784308,27476166.79,762260.0,4993457.999999999,143881886,2023
Paroxetine Hcl,Paroxetine Hcl,2757760,43054799.14999999,625255.0,5194361.200000001,152421536,2023
Sacubitril/Valsartan,Entresto,2750774,2937507652.74,706212.0,4496961.5,130307478,2023
Ropinirole Hcl,Ropinirole Hcl,2702051,61418460.099999994,622775.0,4959024.399999999,144133780,2023
Nitrofurantoin Monohyd/M-Cryst,Nitrofurantoin Mono-Macro,2635552,54952663.59,2018181.0,2751464.6,26211006,2023
Pioglitazone Hcl,Pioglitazone Hcl,2627208,55188430.33,745801.0,6428972.2,191757097,2023
Propranolol Hcl,Propranolol Hcl,2614129,87128837.16,674556.0,4759753.099999999,138880418,2023
Mupirocin,Mupirocin,2573970,24861916.220000003,1871771.0,2610371.2,42709562,2023
Topiramate,Topiramate,2564035,93620435.58999997,609996.0,4255228.800000001,124367505,2023
Timolol Maleate,Timolol Maleate,2538213,58459020.499999985,805529.0,5198016.700000001,152949801,2023
Dorzolamide Hcl/Timolol Maleat,Dorzolamide-Timolol,2484075,75562010.85999998,762935.0,5198719.0,155456315,2023
Olmesartan Medoxomil,Olmesartan Medoxomil,2467807,76026581.84,699000.0,6083850.100000001,181743766,2023
Triamterene/Hydrochlorothiazid,Triamterene-Hydrochlorothiazid,2316128,28667627.28,645879.0,5939825.6999999955,177337535,2023
Amiodarone Hcl,Amiodarone Hcl,2273370,67807272.24,764899.0,4475826.9,129792087,2023
Morphine Sulfate,Morphine Sulfate Er,2266232,74265331.27000001,510673.0,2270458.1999999997,61453594,2023
Brimonidine Tartrate,Alphagan P,2256874,224568582.83000004,698640.0,4059600.7,117127899,2023
Azelastine Hcl,Azelastine Hcl,2232579,81907573.94000001,959825.0,3322952.500000001,96758483,2023
Diazepam,Diazepam,2215656,26638203.279999997,616760.0,2344325.9,57479884,2023
Lovastatin,Lovastatin,2202376,30475383.42000001,590256.0,5693938.499999999,169589033,2023
Torsemide,Torsemide,2170535,49571317.76000001,658411.0,4061619.7000000016,116972450,2023
Esomeprazole Magnesium,Esomeprazole Magnesium,2157897,149461205.62,566082.0,4384884.400000001,129848869,2023
Chlorthalidone,Chlorthalidone,2154162,48615405.060000025,629168.0,5162715.7,153916271,2023
Insulin Aspart,Novolog Flexpen,2119631,1835265942.8200004,613871.0,3384919.8000000003,92392119,2023
Fluconazole,Fluconazole,2115709,26233118.300000004,1220271.0,2263712.2999999993,22788327,2023
Methotrexate Sodium,Methotrexate,2079165,74656105.44,591249.0,4002887.899999999,117149940,2023
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,2064601,131893832.60999997,613254.0,4244908.9,126113000,2023
Nystatin,Nystatin,2040168,47876823.019999996,958970.0,2135247.9,40657149,2023
Naproxen,Naproxen,2035149,38376785.489999995,927124.0,2576316.9999999995,66620749,2023
Temazepam,Temazepam,2030349,24120933.919999994,423194.0,2238685.2999999993,65938051,2023
"Rsv Vacc, Pref A And Pref B/Pf",Abrysvo,2029719,664274567.3300002,2028306.0,2032206.5,2560558,2023
Fluticasone/Vilanterol,Breo Ellipta,2016549,1091902924.66,505569.0,2650643.5,79148016,2023
Irbesartan,Irbesartan,1924325,66593157.02000001,529809.0,4843798.5,144601359,2023
Chlorhexidine Gluconate,Chlorhexidine Gluconate,1907877,11178709.730000002,1262833.0,1954052.9000000004,36009460,2023
Acetaminophen With Codeine,Acetaminophen-Codeine,1900609,25651625.020000007,870879.0,1906747.2999999993,30577762,2023
Meclizine Hcl,Meclizine Hcl,1893601,20238673.400000006,747378.0,2230716.0999999996,50728506,2023
Insulin Lispro,Humalog Kwikpen U-100,1869369,1358389042.7799995,576175.0,3048896.5999999996,82678605,2023
Valacyclovir Hcl,Valacyclovir,1847642,80155109.94999999,719809.0,2739040.3,62080475,2023
Linaclotide,Linzess,1842508,1435097285.3799999,495103.0,2650748.2000000007,78874188,2023
Methocarbamol,Methocarbamol,1826321,24472882.28,793158.0,2046567.1,47699918,2023
Benztropine Mesylate,Benztropine Mesylate,1780160,23828401.249999996,306858.0,2036818.5000000002,56161850,2023
Nitroglycerin,Nitroglycerin,1727436,38281245.209999986,956259.0,2060555.2000000007,45746437,2023
Hydrocortisone,Hydrocortisone,1713566,35695169.64999999,848955.0,2004952.6000000003,48124019,2023
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,1694937,29575091.759999994,555454.0,3118954.1000000006,92109463,2023
Clobetasol Propionate,Clobetasol Propionate,1683838,112840131.58999997,908921.0,1812192.3000000003,47199861,2023
Dicyclomine Hcl,Dicyclomine Hcl,1676552,38901735.14999998,607702.0,2305391.6000000006,60373393,2023
Bumetanide,Bumetanide,1649360,72599424.07000001,462636.0,2840171.4999999986,80389887,2023
Benazepril Hcl,Benazepril Hcl,1647705,27372136.670000006,443308.0,4168943.599999999,124178654,2023
Cyclosporine,Restasis,1642296,1550673258.57,591200.0,2629937.3,77771735,2023
Doxazosin Mesylate,Doxazosin Mesylate,1630349,35261877.57000001,438368.0,3655307.2,108055283,2023
Buprenorphine Hcl/Naloxone Hcl,Buprenorphine-Naloxone,1623131,314372498.33000004,296031.0,1631193.1,34961102,2023
Dextroamphetamine/Amphetamine,Dextroamphetamine-Amphetamine,1593491,86466686.43000002,345530.0,1646085.6999999997,48308358,2023
Icosapent Ethyl,Vascepa,1548212,749744248.3099997,367817.0,2422883.099999999,71632449,2023
Sucralfate,Sucralfate,1541315,108970732.19000003,510666.0,2026694.5999999996,53651614,2023
Tirzepatide,Mounjaro,1521598,1965517131.54,345170.0,1792562.0,51127151,2023
Tiotropium Bromide,Spiriva Handihaler,1502782,1064266689.9899998,412719.0,2143852.4999999995,63864933,2023
Enalapril Maleate,Enalapril Maleate,1499762,38684791.41,400476.0,3506675.999999998,104163213,2023
Fenofibrate,Fenofibrate,1490662,54080183.929999985,403082.0,3504556.1999999997,104123761,2023
Ipratropium Bromide,Ipratropium Bromide,1453735,101049683.78000002,609206.0,2060252.5999999994,55176058,2023
Levofloxacin,Levofloxacin,1431674,11015434.709999999,1106796.0,1441303.1000000003,12283076,2023
Anastrozole,Anastrozole,1412211,39658103.980000004,437236.0,3272797.7,97490209,2023
Cefdinir,Cefdinir,1372695,28632746.600000005,1194410.0,1378625.4000000004,11601572,2023
Bimatoprost,Lumigan,1362771,635783675.1999998,366209.0,2374401.6,68132834,2023
Nirmatrelvir/Ritonavir,Paxlovid (Eua),1352308,14107437.480000002,1325538.0,1352334.3999999997,6817838,2023
Fenofibrate Nanocrystallized,Fenofibrate,1340176,51512539.76000001,341962.0,2852670.5000000005,84109096,2023
Insulin Degludec,Tresiba Flextouch U-100,1328647,1263392186.1399996,376152.0,2517703.8000000007,73133404,2023
Ketorolac Tromethamine,Ketorolac Tromethamine,1310557,35154825.17000001,817831.0,1528442.2000000002,36549563,2023
Pramipexole Di-Hcl,Pramipexole Dihydrochloride,1258267,29807712.750000007,312861.0,2393821.4,70015545,2023
Sumatriptan Succinate,Sumatriptan Succinate,1251213,43201944.08999999,320442.0,1450066.8,37917642,2023
Digoxin,Digoxin,1231837,35808860.00000001,326905.0,2468614.900000001,71811053,2023
Insulin Detemir,Levemir Flexpen,1225361,842611652.9199998,331623.0,1923431.5,52621025,2023
Lactulose,Lactulose,1204254,57154675.92,368332.0,1331891.2000000002,26835690,2023
Evolocumab,Repatha Sureclick,1187888,1031069707.36,258971.0,1746679.100000001,50742044,2023
Amlodipine Besylate/Benazepril,Amlodipine Besylate-Benazepril,1186649,30075302.810000006,324848.0,2987063.4999999995,89206932,2023
Acyclovir,Acyclovir,1183877,28237055.100000005,371383.0,1879538.0000000005,50181284,2023
Ergocalciferol (Vitamin D2),Vitamin D2,1183684,7037407.760000002,388348.0,2416767.6999999997,71314389,2023
Doxycycline Monohydrate,Doxycycline Monohydrate,1159741,25905171.369999997,893090.0,1273207.3000000003,18313870,2023
"Peg3350/Sod Sulf,bicarb,cl/Kcl",Gavilyte-G,1155319,20879120.890000008,1115791.0,1167087.0,2207148,2023
Linagliptin,Tradjenta,1149649,897995678.69,248063.0,1815870.0999999996,49573705,2023
Valsartan/Hydrochlorothiazide,Valsartan-Hydrochlorothiazide,1145349,61523156.76000001,320712.0,2940470.8999999994,87947328,2023
Hydroxyzine Pamoate,Hydroxyzine Pamoate,1127420,15346104.019999998,306304.0,1328556.3999999994,35357286,2023
Clotrimazole/Betamethasone Dip,Clotrimazole-Betamethasone,1117697,32275788.770000003,559012.0,1178391.9,27115848,2023
Ramipril,Ramipril,1117543,16866656.289999995,308884.0,2850246.0000000005,85068206,2023
Clindamycin Hcl,Clindamycin Hcl,1108598,9749777.6,824616.0,1113639.3,8057125,2023
Clozapine,Clozapine,1107362,106115207.33000001,119737.0,1111806.0000000002,27104194,2023
Umeclidinium Brm/Vilanterol Tr,Anoro Ellipta,1061624,649181391.3299999,260684.0,1357639.1000000003,40361912,2023
"Diphth,pertuss(Acell),tet Vac",Boostrix Tdap,1037794,69171023.04,1033420.0,1039120.7999999999,1486113,2023
Primidone,Primidone,1021879,33781782.76,256262.0,1786064.2000000002,51792518,2023
Ofloxacin,Ofloxacin,998253,20647233.629999995,738161.0,1053593.6,21095277,2023
Oxcarbazepine,Oxcarbazepine,971167,78422714.84000002,203497.0,1302584.1999999995,36934144,2023
Calcitriol,Calcitriol,962282,23037970.28,280133.0,1983761.5,58246969,2023
Dexamethasone,Dexamethasone,951787,14502936.500000002,574245.0,1027721.6000000001,14222235,2023
Alcohol Antiseptic Pads,Alcohol Prep Pads,943960,14753201.66,298996.0,1726939.2000000002,50980554,2023
Flecainide Acetate,Flecainide Acetate,943178,57936651.27000001,291482.0,2159904.3,64196520,2023
Nebivolol Hcl,Nebivolol Hcl,930355,83347412.21,253143.0,1992195.1000000003,59229966,2023
Ammonium Lactate,Ammonium Lactate,926206,23545266.319999997,401062.0,1061120.4000000001,30911757,2023
Dorzolamide Hcl,Dorzolamide Hcl,923587,27654924.17,277905.0,1816267.7,54143402,2023
Terazosin Hcl,Terazosin Hcl,917990,27688197.049999997,268616.0,2237795.9,66326672,2023
Promethazine Hcl,Promethazine Hcl,917934,11228290.579999996,323890.0,958709.2999999996,14486983,2023
Lidocaine,Lidocaine,909369,160471991.63999996,285376.0,1034417.6000000001,28620183,2023
Metronidazole,Metronidazole,903496,40503190.62999999,601861.0,958741.9,17546185,2023
Prazosin Hcl,Prazosin Hcl,888686,28067812.98,182801.0,1164597.3999999994,33194714,2023
Erythromycin Base,Erythromycin,883073,16131740.489999996,552518.0,912297.0000000001,13855659,2023
Carbamazepine,Carbamazepine,871763,89786593.78999999,202462.0,1162287.8,32519056,2023
Ranolazine,Ranolazine Er,867816,117305194.01,239965.0,1621056.0999999999,47754965,2023
Midodrine Hcl,Midodrine Hcl,866382,69853535.66000001,238112.0,1156314.9000000001,30607853,2023
Lithium Carbonate,Lithium Carbonate,859208,10943489.870000003,170158.0,1051562.7000000002,29475026,2023
Doxepin Hcl,Doxepin Hcl,837684,51701206.52999998,208079.0,1135131.4000000004,33017630,2023
Sotalol Hcl,Sotalol,833951,23424309.300000004,249162.0,1900010.0999999996,56422583,2023
Neomycin/Polymyxin B/Dexametha,Neomycin-Polymyxin-Dexameth,830013,12052567.990000002,623707.0,853443.9999999999,13313396,2023
Moxifloxacin Hcl,Moxifloxacin,817146,28059732.71,531299.0,826907.1000000001,12864208,2023
Brimonidine Tartrate/Timolol,Brimonidine Tartrate-Timolol,799035,271326054.95000005,219527.0,1282243.2,36466322,2023
Nortriptyline Hcl,Nortriptyline Hcl,797498,14096639.600000003,224541.0,1348779.7000000004,39764868,2023
Ipratropium/Albuterol Sulfate,Combivent Respimat,795281,241556285.23999998,267458.0,880710.9999999995,17336074,2023
Solifenacin Succinate,Solifenacin Succinate,776728,61204552.359999985,237066.0,1431261.7999999998,42155874,2023
Haloperidol,Haloperidol,763757,25871888.629999995,137036.0,825223.1999999996,21800897,2023
Telmisartan,Telmisartan,758562,37232316.98,215191.0,1874711.9,56041398,2023
Budesonide/Glycopyr/Formoterol,Breztri Aerosphere,755979,623969765.11,210505.0,955374.3,28625160,2023
Verapamil Hcl,Verapamil Er,739411,32155499.919999994,217324.0,1568521.9000000004,46201430,2023
Cefuroxime Axetil,Cefuroxime,735591,13879136.100000003,612489.0,743209.9,6359921,2023
Sitagliptin Phos/Metformin Hcl,Janumet,734309,668892482.1699998,185959.0,1280343.0999999999,37686016,2023
Alfuzosin Hcl,Alfuzosin Hcl Er,728835,20939794.169999998,234271.0,1680469.8999999997,50051833,2023
Fentanyl,Fentanyl,722609,80682701.03999999,155661.0,724023.0,19672662,2023
Lipase/Protease/Amylase,Zenpep,707705,1289850171.4199998,175467.0,853632.7000000001,23456193,2023
Bictegrav/Emtricit/Tenofov Ala,Biktarvy,703775,2929480787.71,106083.0,735912.7999999999,22005921,2023
Colchicine,Colchicine,703212,61705288.85000001,242242.0,1022583.8,26475429,2023
Lansoprazole,Lansoprazole,695716,33817785.92,194708.0,1345112.5000000002,39498934,2023
Letrozole,Letrozole,694468,23079163.360000003,209553.0,1558734.1000000003,46450455,2023
Testosterone Cypionate,Testosterone Cypionate,678963,26987692.649999995,188458.0,1083978.3000000003,31037840,2023
Bisoprolol Fumarate,Bisoprolol Fumarate,668643,27697279.14000001,204577.0,1604463.1,47708339,2023
Lacosamide,Lacosamide,665790,196352176.56000003,130422.0,809726.1,22542887,2023
Ticagrelor,Brilinta,656273,439369320.8,179067.0,1009910.4,28976448,2023
Vibegron,Gemtesa,655411,429997876.89000005,172633.0,946243.7000000002,26132285,2023
Umeclidinium Bromide,Incruse Ellipta,651525,295181449.8999999,163741.0,811206.6000000002,23659169,2023
Folic Acid,Folic Acid,631622,2579252.96,184703.0,1308617.7000000004,38733861,2023
Sevelamer Carbonate,Sevelamer Carbonate,630405,219094676.54,185481.0,968353.8,27303229,2023
Metoclopramide Hcl,Metoclopramide Hcl,629401,7179477.78,213041.0,758067.2,18935603,2023
Hydromorphone Hcl,Hydromorphone Hcl,627630,17866325.130000003,186977.0,628507.9,13484676,2023
Labetalol Hcl,Labetalol Hcl,622655,26745036.169999994,169199.0,1220760.5,35557932,2023
Dexlansoprazole,Dexlansoprazole Dr,621114,221469233.9900001,157119.0,940545.2999999999,27822504,2023
Methimazole,Methimazole,609377,8867770.95,173603.0,1251820.6999999997,36804608,2023
Dutasteride,Dutasteride,600269,27809739.780000005,175568.0,1353136.7999999993,40248409,2023
Mometasone Furoate,Mometasone Furoate,587683,31740274.07,313008.0,688771.4999999999,18140189,2023
Desvenlafaxine Succinate,Desvenlafaxine Succinate Er,581990,47983950.26,132298.0,877228.6000000001,25648745,2023
Lurasidone Hcl,Latuda,578058,433536593.16999996,131731.0,638836.7999999999,17980859,2023
Paliperidone Palmitate,Invega Sustenna,573917,1898066569.9100003,100602.0,635388.7999999999,17776826,2023
Olmesartan/Hydrochlorothiazide,Olmesartan-Hydrochlorothiazide,563502,31835708.56,158882.0,1351984.9999999998,40453750,2023
Methenamine Hippurate,Methenamine Hippurate,561433,47362553.90999999,149707.0,844765.2,23826138,2023
Sildenafil Citrate,Sildenafil Citrate,557966,31708237.450000003,151439.0,709727.1999999997,19166773,2023
"Sodium, Potassium,mag Sulfates",Sod Sulf-Potass Sulf-Mag Sulf,552046,46175328.3,540656.0,561485.4999999999,1077135,2023
Adalimumab,Humira(Cf) Pen,545396,4884226408.42,108243.0,570830.7000000001,15994742,2023
Ziprasidone Hcl,Ziprasidone Hcl,541172,47186578.43000001,100622.0,656207.3999999998,18621934,2023
Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,529271,46229637.02000001,149238.0,950506.9000000001,28119845,2023
Naloxone Hcl,Naloxone Hcl,523660,42321676.92000001,450208.0,535434.6999999998,5937485,2023
Ciclopirox,Ciclopirox,516229,19163526.770000003,240799.0,561017.6000000002,16015210,2023
Cilostazol,Cilostazol,514567,13996115.49,146994.0,930560.4,27342564,2023
Methylphenidate Hcl,Methylphenidate Er,512470,31258797.279999994,135392.0,536865.7000000001,15589862,2023
