Gnrc_Name,Brnd_Name,Tot_Clms,Tot_Drug_Cst,Tot_Benes,Tot_30day_Fills,Tot_Day_Suply,year
Cromolyn Sodium,Cromolyn Sodium,47800,4543712.889999999,19324.0,64679.700000000004,1793506,2024
Cabergoline,Cabergoline,47785,3563748.28,13265.0,89075.70000000004,2593787,2024
Cefazolin Sodium,Cefazolin Sodium,47652,2464581.29,11981.0,47654.4,310267,2024
Pirfenidone,Pirfenidone,47092,119045833.99999999,10920.0,48216.599999999984,1430576,2024
Perampanel,Fycompa,47067,58814268.86999999,9897.0,51062.899999999994,1419246,2024
Naratriptan Hcl,Naratriptan Hcl,46143,1439753.96,13490.0,50924.0,1297660,2024
Darunavir,Prezista,45742,46422353.56,10568.0,48258.2,1419966,2024
Loxapine Succinate,Loxapine,45579,2467945.26,10680.0,49827.29999999998,1338560,2024
Mexiletine Hcl,Mexiletine Hcl,45232,4260552.62,13458.0,79181.70000000001,2303813,2024
Hepatitis A Virus Vaccine/Pf,Havrix,44945,4190602.579999999,41467.0,44969.0,79593,2024
Dextromethorphan Hbr/Bupropion,Auvelity,44742,46376003.989999995,11097.0,48237.4,1395597,2024
Azilsartan Medoxomil,Edarbi,44717,17014991.51,10842.0,69494.90000000001,2079897,2024
Tenapanor Hcl,Xphozah,44491,123689303.24,11602.0,52660.1,1576754,2024
Atovaquone,Atovaquone,44082,21645670.84,12300.0,49084.00000000002,1328730,2024
Alogliptin Benzoate,Alogliptin,43028,6782349.1499999985,10632.0,51244.99999999999,1268619,2024
Asenapine Maleate,Asenapine Maleate,42727,12711408.76,11774.0,47895.80000000001,1384474,2024
Dextroamphetamine Sulfate,Dextroamphetamine Sulfate Er,42649,4194792.100000001,14194.0,44060.10000000001,1287388,2024
Triazolam,Triazolam,42644,1664382.6699999992,19534.0,44160.90000000001,931898,2024
Cimetidine,Cimetidine,42352,2055078.22,12183.0,54360.499999999985,1451314,2024
Fosfomycin Tromethamine,Fosfomycin Tromethamine,42163,8121242.690000001,17055.0,46961.9,775971,2024
Sodium Polystyrene Sulfon/Sorb,Sps,41491,5867673.389999997,18274.0,43353.4,423534,2024
Amiloride Hcl,Amiloride Hcl,41322,604202.0100000001,12362.0,71446.2,2056428,2024
Terconazole,Terconazole,40692,1129398.0499999996,24687.0,41280.899999999994,330069,2024
Methotrexate Sodium/Pf,Methotrexate Sodium,40335,597519.8999999998,12175.0,61179.600000000006,1723730,2024
Riluzole,Riluzole,40253,7742803.769999998,9449.0,56610.60000000002,1631984,2024
Ritonavir,Ritonavir,38960,4768322.470000002,8645.0,46398.2,1374256,2024
"Pnv,calcium 72/Iron/Folic Acid",M-Natal Plus,38781,372499.0200000001,10191.0,43092.40000000001,1103633,2024
"Syring-Needl,disp,insul,0.3 Ml",Trueplus Insulin Syringe,38673,1179019.8499999999,12317.0,57028.899999999994,1681492,2024
Tranexamic Acid,Tranexamic Acid,38168,1277885.2400000002,32163.0,38701.600000000006,259187,2024
Atovaquone/Proguanil Hcl,Atovaquone-Proguanil Hcl,37996,2498671.77,36046.0,41241.69999999999,920796,2024
Cannabidiol (Cbd),Epidiolex,37883,179075448.98,6885.0,40207.900000000016,1144575,2024
Piperacillin Sodium/Tazobactam,Piperacillin-Tazobactam,37728,7247098.889999999,12042.0,37730.0,196238,2024
Lotilaner,Xdemvy,37433,69961031.80999997,35108.0,55637.3,1668805,2024
Mycophenolate Sodium,Mycophenolic Acid,37260,9099303.870000001,10122.0,58498.49999999999,1731841,2024
Dapsone,Dapsone,37122,2409421.5700000003,11347.0,51668.899999999994,1501526,2024
Acetic Acid,Acetic Acid,36704,664180.1399999998,14362.0,38979.1,571650,2024
Ribociclib Succinate,Kisqali,36515,538035933.75,9016.0,36693.00000000001,1008744,2024
Selexipag,Uptravi,36269,829774603.9199998,5576.0,36705.0,1076811,2024
Methylnaltrexone Bromide,Relistor,36231,86410825.36999999,11294.0,37288.9,1072716,2024
Belimumab,Benlysta,35996,170650112.99000007,7905.0,36998.60000000001,1036363,2024
Diphenhydramine Hcl,Diphenhydramine Hcl,35464,937687.1100000003,10128.0,36652.29999999999,538767,2024
Doravirine,Pifeltro,34892,63786127.37999999,6678.0,36701.4,1097240,2024
Misoprostol,Misoprostol,34466,1304583.82,16021.0,40407.69999999999,831099,2024
Chlorzoxazone,Chlorzoxazone,34442,11672605.3,11502.0,38165.799999999996,1047507,2024
Fluocinolone/Shower Cap,Fluocinolone Acetonide,33814,1839570.3700000008,15696.0,36569.20000000001,1035182,2024
Azelaic Acid,Azelaic Acid,32988,3683046.2300000004,14962.0,37868.3,1106596,2024
Azilsartan Med/Chlorthalidone,Edarbyclor,32711,11523018.81,7692.0,48795.29999999999,1460639,2024
Carbidopa/Levodopa/Entacapone,Carbidopa-Levodopa-Entacapone,32446,7145010.079999998,8188.0,50213.60000000001,1361024,2024
Cabozantinib S-Malate,Cabometyx,32442,769037445.6599998,7971.0,32604.3,967723,2024
Naproxen Sodium,Naproxen Sodium,32265,2424566.56,17264.0,33788.40000000001,716935,2024
Milnacipran Hcl,Savella,32173,17530410.449999996,10121.0,38491.200000000004,1100907,2024
Vericiguat,Verquvo,31967,30172454.96,8195.0,46721.79999999998,1356660,2024
Mavacamten,Camzyos,31927,258993170.37,5974.0,32191.800000000007,951323,2024
Selegiline Hcl,Selegiline Hcl,31553,3515857.14,8886.0,56830.8,1655116,2024
Emtricitabine/Tenofovir (Tdf),Emtricitabine-Tenofovir Disop,31512,8517557.309999999,9682.0,40732.600000000006,1217881,2024
Iloperidone,Fanapt,31502,61897227.77000001,7400.0,32193.399999999994,840656,2024
Haloperidol Lactate,Haloperidol Lactate,31461,790064.9899999998,13783.0,31943.200000000004,375334,2024
Famciclovir,Famciclovir,31263,1640116.08,12142.0,39712.09999999999,912112,2024
Tezepelumab-Ekko,Tezspire,31159,136233474.7,7464.0,31794.000000000004,893949,2024
Aflibercept,Eylea,31095,78055251.64999998,8063.0,33670.99999999999,957172,2024
Levobunolol Hcl,Levobunolol Hcl,30187,820924.75,8592.0,61533.0,1795549,2024
Dexmethylphenidate Hcl,Dexmethylphenidate Hcl Er,30037,2502505.590000001,10036.0,30833.300000000003,897876,2024
"Heparin Sodium,porcine",Heparin Sodium,29955,1590599.08,7023.0,30094.899999999998,331369,2024
Epoetin Alfa-Epbx,Retacrit,29854,17208619.650000002,8491.0,31263.89999999999,616455,2024
"Rsv Vaccine, Pref, Mrna/Pf",Mresvia,29819,9115788.350000005,29727.0,29923.1,71367,2024
"Insulin Pump Cart,cont Inf,bt",Omnipod Dash Pods (Gen 4),29240,33530380.490000006,7626.0,46533.7,1367042,2024
Orphenadrine Citrate,Orphenadrine Citrate Er,29223,939380.74,16958.0,30467.300000000003,604791,2024
Aspirin/Dipyridamole,Aspirin-Dipyridamole Er,28958,3741452.9299999997,9751.0,36179.3,1029637,2024
Lanthanum Carbonate,Lanthanum Carbonate,28657,25228935.090000004,8208.0,36495.00000000001,1065541,2024
Methazolamide,Methazolamide,28603,6083098.869999999,8673.0,42759.10000000002,1204467,2024
"Estrogen,con/M-Progest Acet",Prempro,28572,9019254.649999995,9915.0,38157.4,1098040,2024
Insulin Degludec/Liraglutide,Xultophy 100-3.6,28517,42934936.99,7857.0,45801.8,1346311,2024
Leuprolide Acetate,Lupron Depot,28350,124498518.32000001,10102.0,73592.29999999997,2194944,2024
Nepafenac,Ilevro,28316,11226371.469999997,16566.0,37061.5,1033607,2024
Eltrombopag Olamine,Promacta,28251,398308379.46000004,7910.0,28901.799999999996,860571,2024
Sarilumab,Kevzara,28106,126201461.26,6815.0,29592.3,833647,2024
Benralizumab,Fasenra Pen,28049,159751503.69000003,7444.0,47656.00000000001,1419522,2024
Eletriptan Hydrobromide,Eletriptan Hbr,27610,2983677.9600000004,8468.0,29670.499999999993,736054,2024
Acebutolol Hcl,Acebutolol Hcl,27498,1398040.59,8116.0,55524.2,1631959,2024
Treprostinil,Tyvaso Dpi,27463,660689692.2,4606.0,27507.4,770341,2024
Methotrexate/Pf,Otrexup,26945,18324315.61,6767.0,33940.40000000002,968319,2024
Certolizumab Pegol,Cimzia (2 Pack),26688,173433669.6,7074.0,28418.899999999998,800467,2024
Midazolam Hcl/Pf,Midazolam Hcl,26467,75901.28000000003,23782.0,26467.0,29018,2024
Sirolimus,Sirolimus,26419,11572436.68,6672.0,44632.1,1322690,2024
Elexacaftor/Tezacaftor/Ivacaft,Trikafta,26306,697556362.73,3651.0,27228.899999999998,766050,2024
Amlodipine/Atorvastatin,Amlodipine-Atorvastatin,26302,3883993.840000001,8134.0,48310.49999999998,1420110,2024
Lemborexant,Dayvigo,26294,8970493.390000002,7656.0,27930.700000000004,807123,2024
Tavaborole,Tavaborole,25889,16966328.919999998,7942.0,30055.600000000002,889714,2024
Calcifediol,Rayaldee,25817,34992752.85,5279.0,27820.299999999996,813842,2024
Zafirlukast,Zafirlukast,25755,2107774.11,7950.0,36232.69999999999,1063707,2024
Romosozumab-Aqqg,Evenity (2 Syringes),25665,63723745.41,5987.0,26570.299999999996,784699,2024
Alpha-1-Proteinase Inhibitor,Prolastin C,25655,282494849.78,7531.0,25673.699999999997,683078,2024
Levocarnitine,Levocarnitine,25522,2462422.9,6986.0,29261.899999999998,785628,2024
Immun Globg(Igg)/Malt/Iga Ov50,Octagam,25422,328556600.64000005,4748.0,25781.600000000002,662310,2024
Dantrolene Sodium,Dantrolene Sodium,25313,1813340.1700000004,6786.0,27839.4,677411,2024
Besifloxacin Hcl,Besivance,25245,5605438.430000001,16633.0,27293.400000000005,673117,2024
Edaravone,Radicava Ors,25184,352735101.6400001,4005.0,25219.399999999998,703397,2024
Pimecrolimus,Pimecrolimus,25123,6193571.71,11725.0,27438.800000000003,751698,2024
Olaparib,Lynparza,24854,345651908.7900001,6676.0,25305.3,753668,2024
Testosterone Enanthate,Xyosted,24459,16829281.099999998,6220.0,29664.3,848658,2024
Acitretin,Acitretin,24355,6557561.149999997,6848.0,29681.199999999997,862651,2024
Gatifloxacin,Gatifloxacin,24318,1103395.68,15769.0,24591.300000000003,382982,2024
Piroxicam,Piroxicam,24306,3292855.23,8603.0,29085.999999999996,845522,2024
Ampicillin Trihydrate,Ampicillin Trihydrate,24094,324635.3900000001,16001.0,25637.600000000006,301600,2024
Cabotegravir/Rilpivirine,Cabenuva,23995,150114550.45999998,5717.0,40814.89999999998,1220112,2024
"Cyclosporine, Modified",Gengraf,23981,3607305.38,6506.0,37250.69999999999,1095364,2024
Ivermectin,Ivermectin,23946,3599589.99,12763.0,25756.7,480600,2024
Alclometasone Dipropionate,Alclometasone Dipropionate,23811,919010.8199999997,16588.0,25046.599999999995,621333,2024
Posaconazole,Posaconazole,23692,27585458.6,6687.0,24163.2,692265,2024
Linezolid,Linezolid,23645,3136025.9899999984,15059.0,24012.199999999997,305967,2024
Everolimus,Everolimus,23484,83398612.22999999,6547.0,25367.799999999992,736605,2024
Hydrocodone Bitartrate,Hysingla Er,23472,13577561.35,6695.0,23493.8,670896,2024
Dasatinib,Sprycel,23139,294956121.42,6507.0,23436.0,694704,2024
Diflorasone Diacetate,Diflorasone Diacetate,23090,14935802.12,6662.0,25877.399999999998,771831,2024
Trifluoperazine Hcl,Trifluoperazine Hcl,22834,1047581.8999999999,6007.0,25857.399999999998,735651,2024
Fat Emulsion/Olive/Soy/Phospho,Clinolipid,22705,6351698.660000002,2965.0,22705.0,157483,2024
Carvedilol Phosphate,Carvedilol Er,22627,6607805.990000001,7352.0,38756.200000000004,1118574,2024
Midazolam Hcl,Midazolam Hcl,22517,69976.21,20203.0,22517.2,25113,2024
Midazolam,Nayzilam,22495,21979861.770000003,9424.0,22951.1,343329,2024
Adalimumab-Atto,Amjevita(Cf) Autoinjector,22415,33917499.12999999,5041.0,27968.899999999998,796272,2024
Interferon Beta-1a,Avonex (4 Pack),22359,193012741.47000006,6484.0,23328.700000000004,656783,2024
Fingolimod Hcl,Fingolimod,22150,65343199.71999999,5631.0,24026.0,707876,2024
Ivabradine Hcl,Corlanor,22117,14178690.519999998,7076.0,29306.00000000001,796628,2024
Norgestimate-Ethinyl Estradiol,Sprintec,22082,327211.61,8265.0,22998.800000000007,635066,2024
Typhoid Vi Polysacch Vaccine,Typhim Vi,22071,2619004.919999999,22034.0,22091.0,48190,2024
Levomilnacipran Hcl,Fetzima,21714,11796211.28,6213.0,24563.999999999996,691715,2024
Droxidopa,Droxidopa,21706,36206060.3,5567.0,25209.1,728047,2024
Oxymorphone Hcl,Oxymorphone Hcl Er,21653,14684068.920000006,5926.0,21685.3,612292,2024
Naltrexone Microspheres,Vivitrol,21536,35297876.88999999,6668.0,21749.8,609878,2024
Desipramine Hcl,Desipramine Hcl,21508,961137.6799999997,7030.0,27649.4,792958,2024
Norethindrone Acetate,Norethindrone Acetate,21273,757832.3900000002,6864.0,30780.599999999995,874201,2024
Golimumab,Simponi,21232,145301928.04999995,5767.0,24449.399999999998,714207,2024
Lamivudine,Lamivudine,21193,2509567.7100000004,6043.0,25973.9,748962,2024
Selenium Sulfide,Selenium Sulfide,20867,260579.06000000006,9462.0,22505.899999999994,622418,2024
Sodium Chloride Irrig Solution,Sodium Chloride,20739,384294.75999999995,6336.0,21566.0,357287,2024
"Peg 3350/Sod Sulf,chlr/Pot/Mag",Suflave,20178,2469394.860000001,19757.0,20184.7,44640,2024
Rufinamide,Rufinamide,20078,31089170.019999996,5169.0,21630.4,588320,2024
Daridorexant Hcl,Quviviq,19726,9836103.050000003,6031.0,20384.2,594774,2024
Somatropin,Serostim,19514,124681364.16000001,4926.0,20910.100000000006,562442,2024
Estradiol/Norethindrone Acet,Estradiol-Norethindrone Acetat,19262,1943646.3199999996,6264.0,33887.2,994286,2024
Guselkumab,Tremfya,19172,257287952.48999998,5716.0,34507.99999999999,1032195,2024
Pentosan Polysulfate Sodium,Elmiron,19029,19391554.379999995,5771.0,23154.899999999994,634447,2024
Tetanus-Diphtheria Toxoids/Pf,Tenivac,18988,916006.9099999996,18929.0,19011.0,42259,2024
Treprostinil Diolamine,Orenitram Er,18908,216462965.58000004,2383.0,19088.8,543859,2024
Lidocaine Hcl/Pf,Lidocaine Hcl,18810,189950.95,12274.0,18826.2,67527,2024
Butalbit/Acetamin/Caff/Codeine,Butalb-Acetaminoph-Caff-Codein,18656,2104276.119999999,6070.0,18712.4,389050,2024
Lenvatinib Mesylate,Lenvima,18625,435671186.90000004,5155.0,18807.300000000003,561207,2024
Darbepoetin Alfa In Polysorbat,Aranesp,18619,47271138.89999999,4541.0,19281.899999999998,429785,2024
Norethindrone,Norethindrone,18604,273245.01999999996,6511.0,23750.59999999999,679439,2024
Ondansetron Hcl/Pf,Ondansetron Hcl,18253,210902.7799999999,5753.0,18312.7,227489,2024
Olopatadine Hcl,Olopatadine Hcl,18079,1620913.25,7182.0,26461.499999999996,780863,2024
Captopril,Captopril,17957,940191.1100000002,5229.0,24766.200000000008,683791,2024
"Measles,mumps,rubella Vacc/Pf",M-M-R Ii Vaccine,17519,1777562.5499999996,15687.0,17524.3,24139,2024
Paricalcitol,Paricalcitol,17509,1820002.7800000007,4805.0,32491.600000000002,945287,2024
Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate,17441,1204974.7199999995,7419.0,22844.5,537334,2024
Metaxalone,Metaxalone,17269,2016370.3999999994,6276.0,18524.299999999996,487041,2024
Nilotinib Hcl,Tasigna,17234,275628558.46999997,5355.0,17421.399999999998,486218,2024
Felbamate,Felbamate,17161,7915010.24,4398.0,20931.400000000005,586716,2024
Mercaptopurine,Mercaptopurine,17142,1607855.3800000001,5144.0,31198.500000000004,922469,2024
Immun Glob G(Igg)/Gly/Iga 0-50,Gammaplex,17079,250871152.60999998,3364.0,17347.799999999996,447284,2024
Bromocriptine Mesylate,Bromocriptine Mesylate,16766,3542477.0799999996,4907.0,20031.600000000002,520182,2024
Etravirine,Etravirine,16393,17363910.870000005,4380.0,17423.0,521230,2024
Salmeterol Xinafoate,Serevent Diskus,16315,7757625.269999998,5838.0,18654.0,559417,2024
Butorphanol Tartrate,Butorphanol Tartrate,16311,1438838.7,4370.0,16365.8,330218,2024
Vonoprazan Fumarate,Voquezna,16241,12557757.199999997,5487.0,20002.399999999998,594018,2024
Dutasteride/Tamsulosin Hcl,Dutasteride-Tamsulosin,16222,2504806.17,5103.0,30963.0,915917,2024
Diroximel Fumarate,Vumerity,16143,143286818.51999998,3923.0,16784.600000000006,500771,2024
Cefprozil,Cefprozil,15862,428428.07,12988.0,15914.599999999999,154413,2024
Tetrabenazine,Tetrabenazine,15834,25745027.970000006,4702.0,16549.000000000004,430144,2024
Sevelamer Hcl,Sevelamer Hcl,15823,10634209.599999996,4410.0,20126.799999999996,459436,2024
"Ringer's Solution,lactated",Lactated Ringers,15716,480328.45,3460.0,15718.9,114335,2024
Zolmitriptan,Zolmitriptan Odt,15693,2324653.64,5239.0,16534.5,390308,2024
Efavirenz/Emtricit/Tenofovr Df,Efavirenz-Emtric-Tenofov Disop,15543,10115651.009999998,4477.0,17413.2,521131,2024
Fentanyl Citrate/Pf,Fentanyl Citrate,15119,51240.490000000005,13377.0,15119.0,15560,2024
Thioridazine Hcl,Thioridazine Hcl,15033,764751.7600000002,4212.0,15513.400000000003,410942,2024
Istradefylline,Nourianz,14881,38243946.01,3511.0,20250.4,606307,2024
Flurbiprofen Sodium,Flurbiprofen Sodium,14833,571999.1900000001,8316.0,16080.200000000003,330137,2024
Gabapentin Enacarbil,Horizant,14647,13360547.98,4069.0,17769.199999999997,525179,2024
Darifenacin Hydrobromide,Darifenacin Er,14624,1802211.0500000003,4651.0,22387.2,636621,2024
Oxazepam,Oxazepam,14469,836878.44,5146.0,14930.1,410076,2024
Eluxadoline,Viberzi,14438,22114969.569999997,4762.0,15617.399999999998,449039,2024
Fezolinetant,Veozah,14393,8748780.749999998,5074.0,16487.7,489421,2024
Ertugliflozin Pidolate,Steglatro,14315,4674272.67,4273.0,16835.2,392001,2024
Bacitracin/Polymyxin B Sulfate,Bacitracin-Polymyxin,14253,185995.58000000005,9522.0,14587.600000000006,188595,2024
Ixazomib Citrate,Ninlaro,14002,177257644.02000004,3678.0,14058.199999999999,390211,2024
Axitinib,Inlyta,13853,240932040.93000004,3836.0,13916.7,410308,2024
Sofosbuvir/Velpatasvir,Epclusa,13829,285801252.7599999,4814.0,13891.3,388633,2024
"Meloxicam, Submicronized",Meloxicam,13678,10536202.59,3415.0,16388.4,483802,2024
Butalbital/Aspirin/Caffeine,Butalbital-Aspirin-Caffeine,13512,733446.0000000001,4687.0,13596.999999999998,255541,2024
Pioglitazone Hcl/Metformin Hcl,Pioglitazone-Metformin,13464,931092.5899999999,4038.0,27987.1,835234,2024
Dihydroergotamine Mesylate,Dihydroergotamine Mesylate,13361,18808125.399999995,2598.0,13904.000000000002,410908,2024
Anagrelide Hcl,Anagrelide Hcl,13274,1869984.6300000001,3836.0,19753.1,577336,2024
Flunisolide,Flunisolide,13261,684289.1000000002,5354.0,17885.0,511568,2024
Isoniazid,Isoniazid,13155,115391.50000000001,4014.0,16783.200000000004,484820,2024
Clobetasol Propionate/Emoll,Clobetasol Emollient,12993,1575507.1000000003,5312.0,14166.499999999998,373480,2024
Mupirocin Calcium,Mupirocin,12952,2230299.9399999995,5595.0,13773.399999999998,331057,2024
Propylthiouracil,Propylthiouracil,12922,533533.1200000001,3934.0,18285.3,504722,2024
Norethindrone-E.Estradiol-Iron,Lo Loestrin Fe,12728,318915.73,4760.0,13488.400000000003,368309,2024
Timolol Maleate/Pf,Timolol Maleate,12727,4290484.19,3886.0,20593.800000000003,614239,2024
Voriconazole,Voriconazole,12727,4914569.07,3950.0,14341.3,396020,2024
Betaxolol Hcl,Betaxolol Hcl,12621,1550609.0600000005,3957.0,24495.0,719150,2024
Acamprosate Calcium,Acamprosate Calcium,12512,1388363.22,4380.0,13382.999999999998,336143,2024
Parenteral Amino Acid 15% No.5,Clinisol,12401,2039994.5400000005,1840.0,12401.0,84227,2024
Prednisolone Sodium Phosphate,Prednisolone Sodium Phosphate,12395,295309.99000000005,9018.0,12636.000000000005,123949,2024
Carbidopa,Carbidopa,12367,3878441.42,3490.0,21566.199999999993,620851,2024
Sodium Chloride 0.45 %,Sodium Chloride,12281,332273.37999999995,4507.0,12281.4,57301,2024
Probenecid,Probenecid,12280,654206.1599999999,4111.0,17260.800000000003,483929,2024
Vancomycin/Water For Inj (Peg),Vancomycin Hcl,11999,872420.3800000001,3308.0,11999.0,36266,2024
Fluorometholone Acetate,Flarex,11982,1599174.6199999996,6246.0,13762.6,325557,2024
Ampicillin Sodium,Ampicillin Sodium,11955,2226243.1300000004,3230.0,11955.0,36094,2024
Maraviroc,Maraviroc,11841,15404653.240000004,3115.0,12354.7,366680,2024
Thiothixene,Thiothixene,11744,1007666.85,3502.0,12697.5,347578,2024
Opicapone,Ongentys,11707,10444348.329999996,2940.0,16529.8,477332,2024
Cetirizine Hcl,Cetirizine Hcl,11699,3273977.0300000007,4264.0,13150.100000000002,336799,2024
Levalbuterol Hcl,Levalbuterol Hcl,11688,957578.1699999999,2845.0,11690.4,108705,2024
Filgrastim-Sndz,Zarxio,11674,21814885.490000002,3915.0,11707.199999999999,197843,2024
Acetylcysteine,Acetylcysteine,11549,974565.2699999999,2854.0,11555.200000000003,106788,2024
Sumatriptan,Sumatriptan,11539,2079713.5400000003,3822.0,12111.600000000002,309035,2024
Naproxen/Esomeprazole Mag,Naproxen-Esomeprazole Mag,11501,12184185.429999998,2690.0,13742.6,411325,2024
Saxagliptin Hcl,Saxagliptin Hcl,11437,2419301.9100000006,3427.0,14863.900000000003,407193,2024
Abatacept/Maltose,Orencia,11390,52447417.809999995,2325.0,11668.599999999997,322404,2024
Oxiconazole Nitrate,Oxiconazole Nitrate,11253,5264784.28,3625.0,12520.7,369120,2024
Abacavir Sulfate/Lamivudine,Abacavir-Lamivudine,11201,3335926.7100000004,3080.0,14248.7,421069,2024
Ampicillin Sod/Sulbactam Sod,Ampicillin-Sulbactam,10984,1297695.9100000004,2601.0,10984.5,31973,2024
Trandolapril,Trandolapril,10967,210248.35000000003,3553.0,21073.699999999997,617965,2024
"Syrge-Ndl,ins 0.3 Ml Half Mark",Veo Insulin Syringe,10962,283300.98,4237.0,26202.100000000002,780914,2024
Itraconazole,Itraconazole,10922,2648729.67,3633.0,13857.699999999995,372753,2024
Solriamfetol Hcl,Sunosi,10812,10725718.030000003,3101.0,12235.599999999999,363231,2024
Glyburide/Metformin Hcl,Glyburide-Metformin Hcl,10775,171703.69,3516.0,19675.699999999993,582872,2024
Rilpivirine Hcl,Edurant,10743,16374178.64,2979.0,11414.2,337869,2024
Sodium Fluoride/Potassium Nit,Prevident 5000 Sensitive,10724,145202.2199999999,4229.0,12426.8,357871,2024
Carteolol Hcl,Carteolol Hcl,10660,239696.82,3281.0,21659.399999999998,636307,2024
Dextrose 5 %-0.45 % Sod Chlord,Dextrose 5%-0.45% Nacl,10539,251139.32000000007,5321.0,10544.7,35602,2024
Obeticholic Acid,Ocaliva,10535,105094203.40999998,3150.0,11442.5,342720,2024
Norethindrone Ac/Eth Estradiol,Norethindron-Ethinyl Estradiol,10403,324300.87,3627.0,12294.2,305662,2024
Desoximetasone,Desoximetasone,10395,930394.4299999997,4630.0,11326.800000000001,303706,2024
Cenegermin-Bkbj,Oxervate,10391,407389196.59,2750.0,10391.0,144710,2024
Pindolol,Pindolol,10344,733506.49,2751.0,15458.9,441774,2024
Epinastine Hcl,Epinastine Hcl,10292,741074.6900000001,4018.0,13852.1,372290,2024
Arformoterol Tartrate,Arformoterol Tartrate,10176,2493171.7600000002,2858.0,10204.7,196722,2024
Levonorgestrel/Ethin.Estradiol,Vienva,10156,174882.66999999998,3765.0,10870.200000000003,293171,2024
Pembrolizumab,Keytruda,10105,117779709.69000001,1766.0,10209.599999999999,219500,2024
Interferon Beta-1a/Albumin,Rebif,10071,107691889.14999999,3222.0,10409.1,284043,2024
Abacavir Sulfate,Abacavir,9903,1729580.1199999999,2923.0,11620.900000000001,333929,2024
Albuterol Sulfate/Budesonide,Airsupra,9883,5372728.749999999,3694.0,10596.1,245339,2024
Levocarnitine (With Sugar),Levocarnitine,9670,984557.3599999999,2717.0,10055.200000000003,229593,2024
Hydrocortisone Butyrate,Hydrocortisone Butyrate,9608,4506183.350000001,2634.0,10477.9,305049,2024
"Sodium,calcium,mag,pot Oxybate",Xywav,9591,165287229.92999998,2707.0,9591.0,277875,2024
Pegfilgrastim,Neulasta,9577,65774444.639999986,2462.0,9586.1,204628,2024
Enalapril/Hydrochlorothiazide,Enalapril-Hydrochlorothiazide,9504,188868.12,3152.0,18180.7,538983,2024
Tiagabine Hcl,Tiagabine Hcl,9474,3248598.2900000014,2789.0,10211.499999999996,273348,2024
Deferasirox,Deferasirox,9471,17430053.140000004,2718.0,9867.0,292387,2024
Diclofenac Sodium/Misoprostol,Diclofenac Sodium-Misoprostol,9399,1159602.6400000001,3571.0,11435.6,326806,2024
Fostemsavir Tromethamine,Rukobia,9327,82681953.26,2306.0,9437.0,280444,2024
Probenecid/Colchicine,Probenecid-Colchicine,9307,520969.48999999993,2978.0,13860.699999999997,391137,2024
Letermovir,Prevymis,9224,67714071.26000002,2356.0,9489.800000000001,265583,2024
Infliximab,Remicade,9171,62631734.080000006,2403.0,12044.800000000003,348719,2024
Sotatercept-Csrk,Winrevair,9156,153317013.33999997,1777.0,9156.0,192321,2024
Filgrastim-Aafi,Nivestym,9150,9445322.150000002,2898.0,9152.5,81141,2024
Isosorbide Dinit/Hydralazine,Isosorbide Dinit-Hydralazine,9139,1500798.4199999995,2780.0,12843.199999999997,347569,2024
Tafamidis Meglumine,Vyndaqel,9001,207777475.7799999,2106.0,9570.3,287110,2024
Bosutinib,Bosulif,8967,132465478.91999999,2730.0,9050.9,270438,2024
Alectinib Hcl,Alecensa,8686,146304346.58999997,2605.0,8885.499999999998,266138,2024
Immun Glob G(Igg)-Ifas/Glycine,Panzyga,8631,126450744.3,1834.0,8753.399999999998,222805,2024
Isavuconazonium Sulfate,Cresemba,8617,54739463.10000001,2502.0,9180.400000000003,253544,2024
Norethindrone-Ethin. Estradiol,Nortrel,8589,157534.18000000002,3030.0,8894.7,234548,2024
Trifluridine/Tipiracil Hcl,Lonsurf,8412,94064116.91,2402.0,8460.599999999999,228762,2024
Dextrose 5 % In Water,Dextrose In Water,8392,194081.18,2999.0,8392.4,55147,2024
Codeine/Butalbital/Asa/Caffein,Ascomp With Codeine,8283,861611.4099999999,2990.0,8301.5,184733,2024
Belumosudil Mesylate,Rezurock,8245,197067949.48000002,1703.0,8381.4,251012,2024
Naldemedine Tosylate,Symproic,8237,3774973.0999999996,2455.0,8777.3,248653,2024
Zileuton,Zileuton Er,8231,19457235.18999999,1778.0,9381.8,280213,2024
Flurbiprofen,Flurbiprofen,8152,236893.3,4137.0,9535.5,208330,2024
Methylprednisolone Sod Succ,Methylprednisolone Sodium Succ,8056,199622.86,2559.0,9170.300000000001,178559,2024
Tolvaptan,Tolvaptan,7963,94389955.80999999,2515.0,8337.400000000001,232573,2024
Famotidine/Pf,Famotidine,7928,59712.91000000001,1634.0,7985.9,119518,2024
Vedolizumab,Entyvio,7683,63622004.040000014,2258.0,10432.600000000002,299873,2024
Faricimab-Svoa,Vabysmo,7656,21399978.75,1883.0,8321.2,236601,2024
Mifepristone,Korlym,7566,261356806.07000008,1791.0,7566.0,226400,2024
Amikacin Liposomal/Neb.Accessr,Arikayce,7513,113390033.96999995,2093.0,7699.5,216437,2024
Ethosuximide,Ethosuximide,7420,566330.3400000001,2525.0,8136.799999999999,221821,2024
Resmetirom,Rezdiffra,7350,31398510.740000002,2061.0,7928.6,237818,2024
