Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates,TE_Eligible,Alternative_Drug,Alternative_Trade_Name,Alternative_TE_Code,TE_Decision
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AJANTA PHARMA LTD,EQ 30MG BASE,A,208706,2,AB,"Jan 6, 2017",False,False,RX,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-01-06,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALEMBIC,EQ 30MG BASE,A,202949,2,AB,"Jun 9, 2014",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-09,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALEMBIC,EQ 30MG BASE,A,202949,2,AB,"Jun 9, 2014",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-09,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALKEM LABS LTD,EQ 30MG BASE,A,203197,2,AB,"Aug 26, 2015",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-08-26,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALKEM LABS LTD,EQ 30MG BASE,A,203197,2,AB,"Aug 26, 2015",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-08-26,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 30MG BASE,A,90778,2,AB,"Dec 11, 2013",False,False,RX,AUROBINDO PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 30MG BASE,A,90778,2,AB,"Dec 11, 2013",False,False,RX,AUROBINDO PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,BRECKENRIDGE,EQ 30MG BASE,A,203088,2,AB,"Jun 11, 2014",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-11,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,BRECKENRIDGE,EQ 30MG BASE,A,203088,2,AB,"Jun 11, 2014",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-11,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,CSPC OUYI,EQ 30MG BASE,A,211310,2,AB,"Oct 16, 2018",False,False,RX,CSPC OUYI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-10-16,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,CSPC OUYI,EQ 30MG BASE,A,211310,2,AB,"Oct 16, 2018",False,False,RX,CSPC OUYI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-10-16,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,HETERO LABS LTD III,EQ 30MG BASE,A,204343,2,AB,"Aug 3, 2016",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-08-03,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,HETERO LABS LTD III,EQ 30MG BASE,A,204343,2,AB,"Aug 3, 2016",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-08-03,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,INVENTIA,EQ 30MG BASE,A,202336,2,AB,"Oct 28, 2015",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-10-28,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,INVENTIA,EQ 30MG BASE,A,202336,2,AB,"Oct 28, 2015",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-10-28,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,LUPIN,EQ 30MG BASE,A,90694,2,AB,"Dec 11, 2013",False,False,RX,LUPIN LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,LUPIN,EQ 30MG BASE,A,90694,2,AB,"Dec 11, 2013",False,False,RX,LUPIN LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 30MG BASE,A,204815,2,AB,"Mar 23, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-03-23,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 30MG BASE,A,204815,2,AB,"Mar 23, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-03-23,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,PRINSTON INC,EQ 30MG BASE,A,206653,2,AB,"May 18, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-05-18,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,PRINSTON INC,EQ 30MG BASE,A,206653,2,AB,"May 18, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-05-18,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,QINGDAO BAHEAL PHARM,EQ 30MG BASE,A,210599,2,AB,"Apr 17, 2019",False,False,RX,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-04-17,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,QINGDAO BAHEAL PHARM,EQ 30MG BASE,A,210599,2,AB,"Apr 17, 2019",False,False,RX,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-04-17,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,SUNSHINE,EQ 30MG BASE,A,212328,2,AB,"Feb 11, 2021",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2021-02-11,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,SUNSHINE,EQ 30MG BASE,A,212328,2,AB,"Feb 11, 2021",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2021-02-11,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS HLTHCARE,EQ 30MG BASE,A,90739,2,AB,"Jan 8, 2014",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS HLTHCARE,EQ 30MG BASE,A,90739,2,AB,"Jan 8, 2014",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS PHARMS,EQ 30MG BASE,A,90728,2,AB,"Jan 8, 2014",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,CYMBALTA,21427,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS PHARMS,EQ 30MG BASE,A,90728,2,AB,"Jan 8, 2014",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,DRIZALMA SPRINKLE,212516,2,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ACTAVIS ELIZABETH,EQ 60MG BASE,A,90776,3,AB,"Dec 17, 2013",False,False,RX,ACTAVIS ELIZABETH LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-17,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ACTAVIS ELIZABETH,EQ 60MG BASE,A,90776,3,AB,"Dec 17, 2013",False,False,RX,ACTAVIS ELIZABETH LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-17,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AJANTA PHARMA LTD,EQ 60MG BASE,A,208706,3,AB,"Jan 6, 2017",False,True,RX,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-01-06,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AJANTA PHARMA LTD,EQ 60MG BASE,A,208706,3,AB,"Jan 6, 2017",False,True,RX,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-01-06,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALEMBIC,EQ 60MG BASE,A,202949,3,AB,"Jun 9, 2014",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-09,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALEMBIC,EQ 60MG BASE,A,202949,3,AB,"Jun 9, 2014",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-09,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALKEM LABS LTD,EQ 60MG BASE,A,203197,3,AB,"Aug 26, 2015",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-08-26,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALKEM LABS LTD,EQ 60MG BASE,A,203197,3,AB,"Aug 26, 2015",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-08-26,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 60MG BASE,A,90778,3,AB,"Dec 11, 2013",False,False,RX,AUROBINDO PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 60MG BASE,A,90778,3,AB,"Dec 11, 2013",False,False,RX,AUROBINDO PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,BRECKENRIDGE,EQ 60MG BASE,A,203088,3,AB,"Jun 11, 2014",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-11,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,BRECKENRIDGE,EQ 60MG BASE,A,203088,3,AB,"Jun 11, 2014",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-11,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,CSPC OUYI,EQ 60MG BASE,A,211310,3,AB,"Oct 16, 2018",False,False,RX,CSPC OUYI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-10-16,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,CSPC OUYI,EQ 60MG BASE,A,211310,3,AB,"Oct 16, 2018",False,False,RX,CSPC OUYI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-10-16,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,HETERO LABS LTD III,EQ 60MG BASE,A,204343,3,AB,"Aug 3, 2016",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-08-03,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,HETERO LABS LTD III,EQ 60MG BASE,A,204343,3,AB,"Aug 3, 2016",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-08-03,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,INVENTIA,EQ 60MG BASE,A,202336,3,AB,"Oct 28, 2015",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-10-28,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,INVENTIA,EQ 60MG BASE,A,202336,3,AB,"Oct 28, 2015",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-10-28,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,LUPIN,EQ 60MG BASE,A,90694,4,AB,"Dec 11, 2013",False,False,RX,LUPIN LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,LUPIN,EQ 60MG BASE,A,90694,4,AB,"Dec 11, 2013",False,False,RX,LUPIN LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 60MG BASE,A,204815,3,AB,"Mar 23, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-03-23,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 60MG BASE,A,204815,3,AB,"Mar 23, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-03-23,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,PRINSTON INC,EQ 60MG BASE,A,206653,3,AB,"May 18, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-05-18,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,PRINSTON INC,EQ 60MG BASE,A,206653,3,AB,"May 18, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-05-18,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,QINGDAO BAHEAL PHARM,EQ 60MG BASE,A,210599,3,AB,"Apr 17, 2019",False,False,RX,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-04-17,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,QINGDAO BAHEAL PHARM,EQ 60MG BASE,A,210599,3,AB,"Apr 17, 2019",False,False,RX,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-04-17,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,SUNSHINE,EQ 60MG BASE,A,212328,3,AB,"Feb 11, 2021",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2021-02-11,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,SUNSHINE,EQ 60MG BASE,A,212328,3,AB,"Feb 11, 2021",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2021-02-11,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS HLTHCARE,EQ 60MG BASE,A,90739,3,AB,"Jan 8, 2014",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS HLTHCARE,EQ 60MG BASE,A,90739,3,AB,"Jan 8, 2014",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS PHARMS,EQ 60MG BASE,A,90728,3,AB,"Jan 8, 2014",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS PHARMS,EQ 60MG BASE,A,90728,3,AB,"Jan 8, 2014",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,True,,,,NO ALTERNATIVE FOUND
