Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,BRECKENRIDGE,EQ 30MG BASE,A,203088,002,AB,"Jun 11, 2014",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-11,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,CSPC OUYI,EQ 30MG BASE,A,211310,002,AB,"Oct 16, 2018",False,False,RX,CSPC OUYI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-10-16,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,CSPC OUYI,EQ 30MG BASE,A,211310,002,AB,"Oct 16, 2018",False,False,RX,CSPC OUYI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-10-16,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,HETERO LABS LTD III,EQ 30MG BASE,A,204343,002,AB,"Aug 3, 2016",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-08-03,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,HETERO LABS LTD III,EQ 30MG BASE,A,204343,002,AB,"Aug 3, 2016",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-08-03,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,INVENTIA,EQ 30MG BASE,A,202336,002,AB,"Oct 28, 2015",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-10-28,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,INVENTIA,EQ 30MG BASE,A,202336,002,AB,"Oct 28, 2015",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-10-28,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,LUPIN,EQ 30MG BASE,A,090694,002,AB,"Dec 11, 2013",False,False,RX,LUPIN LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,LUPIN,EQ 30MG BASE,A,090694,002,AB,"Dec 11, 2013",False,False,RX,LUPIN LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 30MG BASE,A,204815,002,AB,"Mar 23, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-03-23,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 30MG BASE,A,204815,002,AB,"Mar 23, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-03-23,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,PRINSTON INC,EQ 30MG BASE,A,206653,002,AB,"May 18, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-05-18,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,PRINSTON INC,EQ 30MG BASE,A,206653,002,AB,"May 18, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-05-18,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,QINGDAO BAHEAL PHARM,EQ 30MG BASE,A,210599,002,AB,"Apr 17, 2019",False,False,RX,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-04-17,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,QINGDAO BAHEAL PHARM,EQ 30MG BASE,A,210599,002,AB,"Apr 17, 2019",False,False,RX,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-04-17,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,SUNSHINE,EQ 30MG BASE,A,212328,002,AB,"Feb 11, 2021",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2021-02-11,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,SUNSHINE,EQ 30MG BASE,A,212328,002,AB,"Feb 11, 2021",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2021-02-11,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS HLTHCARE,EQ 30MG BASE,A,090739,002,AB,"Jan 8, 2014",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS HLTHCARE,EQ 30MG BASE,A,090739,002,AB,"Jan 8, 2014",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS PHARMS,EQ 30MG BASE,A,090728,002,AB,"Jan 8, 2014",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,CYMBALTA,021427,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS PHARMS,EQ 30MG BASE,A,090728,002,AB,"Jan 8, 2014",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,DRIZALMA SPRINKLE,212516,002,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ACTAVIS ELIZABETH,EQ 60MG BASE,A,090776,003,AB,"Dec 17, 2013",False,False,RX,ACTAVIS ELIZABETH LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-17,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ACTAVIS ELIZABETH,EQ 60MG BASE,A,090776,003,AB,"Dec 17, 2013",False,False,RX,ACTAVIS ELIZABETH LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-17,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AJANTA PHARMA LTD,EQ 60MG BASE,A,208706,003,AB,"Jan 6, 2017",False,True,RX,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-01-06,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AJANTA PHARMA LTD,EQ 60MG BASE,A,208706,003,AB,"Jan 6, 2017",False,True,RX,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-01-06,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALEMBIC,EQ 60MG BASE,A,202949,003,AB,"Jun 9, 2014",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-09,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALEMBIC,EQ 60MG BASE,A,202949,003,AB,"Jun 9, 2014",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-09,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALKEM LABS LTD,EQ 60MG BASE,A,203197,003,AB,"Aug 26, 2015",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-08-26,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ALKEM LABS LTD,EQ 60MG BASE,A,203197,003,AB,"Aug 26, 2015",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-08-26,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 60MG BASE,A,090778,003,AB,"Dec 11, 2013",False,False,RX,AUROBINDO PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 60MG BASE,A,090778,003,AB,"Dec 11, 2013",False,False,RX,AUROBINDO PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,BRECKENRIDGE,EQ 60MG BASE,A,203088,003,AB,"Jun 11, 2014",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-11,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,BRECKENRIDGE,EQ 60MG BASE,A,203088,003,AB,"Jun 11, 2014",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-06-11,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,CSPC OUYI,EQ 60MG BASE,A,211310,003,AB,"Oct 16, 2018",False,False,RX,CSPC OUYI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-10-16,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,CSPC OUYI,EQ 60MG BASE,A,211310,003,AB,"Oct 16, 2018",False,False,RX,CSPC OUYI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-10-16,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,HETERO LABS LTD III,EQ 60MG BASE,A,204343,003,AB,"Aug 3, 2016",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-08-03,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,HETERO LABS LTD III,EQ 60MG BASE,A,204343,003,AB,"Aug 3, 2016",False,False,RX,HETERO LABS LTD UNIT III,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-08-03,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,INVENTIA,EQ 60MG BASE,A,202336,003,AB,"Oct 28, 2015",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-10-28,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,INVENTIA,EQ 60MG BASE,A,202336,003,AB,"Oct 28, 2015",False,False,RX,INVENTIA HEALTHCARE LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-10-28,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,LUPIN,EQ 60MG BASE,A,090694,004,AB,"Dec 11, 2013",False,False,RX,LUPIN LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,LUPIN,EQ 60MG BASE,A,090694,004,AB,"Dec 11, 2013",False,False,RX,LUPIN LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 60MG BASE,A,204815,003,AB,"Mar 23, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-03-23,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,MACLEODS PHARMS LTD,EQ 60MG BASE,A,204815,003,AB,"Mar 23, 2017",False,False,RX,MACLEODS PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-03-23,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,PRINSTON INC,EQ 60MG BASE,A,206653,003,AB,"May 18, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-05-18,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,PRINSTON INC,EQ 60MG BASE,A,206653,003,AB,"May 18, 2017",False,False,RX,PRINSTON PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-05-18,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,QINGDAO BAHEAL PHARM,EQ 60MG BASE,A,210599,003,AB,"Apr 17, 2019",False,False,RX,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-04-17,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,QINGDAO BAHEAL PHARM,EQ 60MG BASE,A,210599,003,AB,"Apr 17, 2019",False,False,RX,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-04-17,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,SUNSHINE,EQ 60MG BASE,A,212328,003,AB,"Feb 11, 2021",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2021-02-11,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,SUNSHINE,EQ 60MG BASE,A,212328,003,AB,"Feb 11, 2021",False,False,RX,SUNSHINE LAKE PHARMA CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2021-02-11,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS HLTHCARE,EQ 60MG BASE,A,090739,003,AB,"Jan 8, 2014",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS HLTHCARE,EQ 60MG BASE,A,090739,003,AB,"Jan 8, 2014",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS PHARMS,EQ 60MG BASE,A,090728,003,AB,"Jan 8, 2014",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,CYMBALTA,021427,004,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS PHARMS,EQ 60MG BASE,A,090728,003,AB,"Jan 8, 2014",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2014-01-08,True,DRIZALMA SPRINKLE,212516,004,,0.0,,,,0.0,,
DIVALPROEX SODIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",DIVALPROEX SODIUM,AJANTA PHARMA LTD,EQ 125MG VALPROIC ACID,A,213181,001,AB,"Mar 2, 2020",False,False,RX,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2020-03-02,True,DEPAKOTE,019680,001,AB,0.0,,,,0.0,,
DIVALPROEX SODIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",DIVALPROEX SODIUM,ALEMBIC,EQ 125MG VALPROIC ACID,A,218793,001,AB,"Dec 19, 2024",False,False,RX,ALEMBIC PHARMACEUTICALS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2024-12-19,True,DEPAKOTE,019680,001,AB,0.0,,,,0.0,,
DIVALPROEX SODIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",DIVALPROEX SODIUM,DR REDDYS LABS LTD,EQ 125MG VALPROIC ACID,A,078979,001,AB,"Jan 23, 2009",False,False,RX,DR REDDYS LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2009-01-23,True,DEPAKOTE,019680,001,AB,0.0,,,,0.0,,
DIVALPROEX SODIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",DIVALPROEX SODIUM,MANKIND PHARMA,EQ 125MG VALPROIC ACID,A,217358,001,AB,"Aug 12, 2025",False,False,RX,MANKIND PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2025-08-12,True,DEPAKOTE,019680,001,AB,0.0,,,,0.0,,
DIVALPROEX SODIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",DIVALPROEX SODIUM,ZYDUS PHARMS USA INC,EQ 125MG VALPROIC ACID,A,078919,001,AB,"Jan 27, 2009",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2009-01-27,True,DEPAKOTE,019680,001,AB,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AJANTA PHARMA LTD,EQ 40MG BASE,A,208706,004,AB,"Mar 11, 2019",False,False,RX,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2019-03-11,True,DRIZALMA SPRINKLE,212516,003,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,BRECKENRIDGE,EQ 40MG BASE,A,203088,004,AB,"May 18, 2018",False,False,RX,BRECKENRIDGE PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2018-05-18,True,DRIZALMA SPRINKLE,212516,003,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,LUPIN,EQ 40MG BASE,A,090694,003,AB,"Dec 11, 2013",False,False,RX,LUPIN LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2013-12-11,True,DRIZALMA SPRINKLE,212516,003,,0.0,,,,0.0,,
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,ZYDUS HLTHCARE,EQ 40MG BASE,A,090739,004,AB,"Apr 18, 2023",False,False,RX,ZYDUS HEALTHCARE USA LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2023-04-18,True,DRIZALMA SPRINKLE,212516,003,,0.0,,,,0.0,,
ERYTHROMYCIN,"CAPSULE, DELAYED REL PELLETS;ORAL",ERYTHROMYCIN,CARNEGIE,250MG,A,062746,001,AB,"Dec 22, 1986",False,False,RX,CARNEGIE PHARMACEUTICALS LLC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,1986-12-22,True,ERYC,050536,001,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,ALKEM LABS LTD,EQ 20MG BASE,A,208333,001,AB,"Oct 20, 2017",False,False,RX,ALKEM LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-10-20,True,NEXIUM,021153,001,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,AUROBINDO PHARMA LTD,EQ 20MG BASE,A,205606,001,AB,"Apr 21, 2016",False,False,RX,AUROBINDO PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2016-04-21,True,NEXIUM,021153,001,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,CSPC OUYI,EQ 20MG BASE,A,212949,001,AB,"Oct 2, 2020",False,False,RX,CSPC OUYI PHARMACEUTICAL CO LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2020-10-02,True,NEXIUM,021153,001,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,DR REDDYS,EQ 20MG BASE,A,078279,001,AB,"Sep 25, 2015",False,False,RX,DR REDDYS LABORATORIES LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2015-09-25,True,NEXIUM,021153,001,AB,0.0,,,,0.0,,
ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS;ORAL",ESOMEPRAZOLE MAGNESIUM,ETHYPHARM,EQ 20MG BASE,A,090841,001,AB,"Mar 31, 2021",False,False,RX,ETHYPHARM INC,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2021-03-31,True,NEXIUM,021153,001,AB,0.0,,,,0.0,,
