Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates,Predicted_TE_Code,TE_Score,Patent_Score,Exclusivity_Score,RS_Score,Final_Score,Rank
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,AUROBINDO PHARMA,100MG,A,78462,3,AB,"Mar 27, 2009",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3495
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,CIPLA LTD,100MG,A,76343,3,AB,"Mar 27, 2009",False,False,RX,CIPLA LTD,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3496
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,GLENMARK PHARMS LTD,100MG,A,77627,3,AB,"Mar 27, 2009",False,False,RX,GLENMARK PHARMACEUTICALS LTD,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3497
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,PHARMACO,100MG,A,77733,3,AB,"Mar 27, 2009",False,False,RX,PHARMACO LLC,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3498
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,GLENMARK PHARMS LTD,200MG,A,77627,4,AB,"Mar 27, 2009",False,False,RX,GLENMARK PHARMACEUTICALS LTD,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3499
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,SUN PHARM,100MG,A,90278,3,AB,"Mar 27, 2009",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3500
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,UNICHEM LABS LTD,100MG,A,90162,3,AB,"Mar 27, 2009",False,False,RX,UNICHEM LABORATORIES LTD,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3501
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,ZYDUS PHARMS USA INC,100MG,A,78235,3,AB,"Mar 27, 2009",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3502
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,ACCORD HLTHCARE,200MG,A,76311,4,AB,"Mar 27, 2009",False,False,RX,ACCORD HEALTHCARE INC,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3503
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,ASCENT PHARMS INC,200MG,A,215414,4,AB,"Aug 26, 2021",False,False,RX,ASCENT PHARMACEUTICALS INC,TABLET,ORAL,False,2021-08-26,True,TOPAMAX,20505,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3504
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,AUROBINDO PHARMA,200MG,A,78462,4,AB,"Mar 27, 2009",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3505
TOPIRAMATE,TABLET;ORAL,TOPIRAMATE,CIPLA LTD,200MG,A,76343,4,AB,"Mar 27, 2009",False,False,RX,CIPLA LTD,TABLET,ORAL,False,2009-03-27,True,TOPAMAX,20505,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3506
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,YILING,EQ 1GM BASE,A,209553,2,AB,"Mar 18, 2020",False,False,RX,YILING PHARMACEUTICAL LTD,TABLET,ORAL,False,2020-03-18,True,VALTREX,20487,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3507
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,ZYDUS LIFESCIENCES,EQ 1GM BASE,A,79137,2,AB,"Dec 29, 2017",False,False,RX,ZYDUS LIFESCIENCES LTD,TABLET,ORAL,False,2017-12-29,True,VALTREX,20487,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3508
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,AUROBINDO PHARMA,EQ 500MG BASE,A,90682,1,AB,"May 24, 2010",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2010-05-24,True,VALTREX,20487,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3509
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,RISING,50MG,A,206762,1,AB,"May 24, 2016",False,False,RX,RISING PHARMA HOLDINGS INC,TABLET,ORAL,False,2016-05-24,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3510
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,AUROBINDO PHARMA LTD,50MG,A,206837,1,AB,"Jan 22, 2016",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2016-01-22,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3511
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,CADILA,50MG,A,206747,1,AB,"May 24, 2016",False,False,RX,CADILA HEALTHCARE LTD,TABLET,ORAL,False,2016-05-24,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3512
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,CHARTWELL RX,50MG,A,207371,1,AB,"May 24, 2016",False,False,RX,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,False,2016-05-24,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3513
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,EPIC PHARMA LLC,50MG,A,207049,1,AB,"Sep 7, 2016",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2016-09-07,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3514
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,GLENMARK PHARMS LTD,50MG,A,203503,1,AB,"Sep 2, 2015",False,False,RX,GLENMARK PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-09-02,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3515
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,MYLAN PHARMS INC,50MG,A,90547,1,AB,"Apr 22, 2010",False,False,RX,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,False,2010-04-22,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3516
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,PRINSTON INC,50MG,A,206654,1,AB,"Aug 8, 2016",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2016-08-08,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3517
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,SANDOZ INC,50MG,A,200265,1,AB,"Dec 12, 2011",False,False,RX,SANDOZ INC,TABLET,ORAL,False,2011-12-12,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3518
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,CHARTWELL RX,EQ 500MG BASE,A,90216,1,AB,"May 24, 2010",False,False,RX,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,False,2010-05-24,True,VALTREX,20487,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3519
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,AJANTA PHARMA LTD,200MG,A,206181,2,AB,"May 24, 2016",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2016-05-24,True,VFEND,21266,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3520
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,AUROBINDO PHARMA LTD,200MG,A,206837,2,AB,"Jan 22, 2016",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2016-01-22,True,VFEND,21266,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3521
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,CADILA,200MG,A,206747,2,AB,"May 24, 2016",False,False,RX,CADILA HEALTHCARE LTD,TABLET,ORAL,False,2016-05-24,True,VFEND,21266,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3522
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,CHARTWELL RX,200MG,A,207371,2,AB,"May 24, 2016",False,False,RX,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,False,2016-05-24,True,VFEND,21266,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3523
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,EPIC PHARMA LLC,200MG,A,207049,2,AB,"Sep 7, 2016",False,False,RX,EPIC PHARMA LLC,TABLET,ORAL,False,2016-09-07,True,VFEND,21266,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3524
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,GLENMARK PHARMS LTD,200MG,A,203503,2,AB,"Sep 2, 2015",False,False,RX,GLENMARK PHARMACEUTICALS LTD,TABLET,ORAL,False,2015-09-02,True,VFEND,21266,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3525
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,MYLAN PHARMS INC,200MG,A,90547,2,AB,"Apr 22, 2010",False,False,RX,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,False,2010-04-22,True,VFEND,21266,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3526
VORICONAZOLE,TABLET;ORAL,VORICONAZOLE,AJANTA PHARMA LTD,50MG,A,206181,1,AB,"May 24, 2016",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2016-05-24,True,VFEND,21266,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3527
VENETOCLAX,TABLET;ORAL,VENETOCLAX,DR REDDYS,100MG,A,214733,3,AB,"May 15, 2026",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2026-05-15,True,VENCLEXTA,208573,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3528
VENETOCLAX,TABLET;ORAL,VENETOCLAX,DR REDDYS,50MG,A,214733,2,AB,"May 15, 2026",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2026-05-15,True,VENCLEXTA,208573,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3529
VENETOCLAX,TABLET;ORAL,VENETOCLAX,DR REDDYS,10MG,A,214733,1,AB,"May 15, 2026",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2026-05-15,True,VENCLEXTA,208573,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3530
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,HETERO LABS LTD V,EQ 500MG BASE,A,203047,1,AB,"Apr 8, 2015",False,False,RX,HETERO LABS LTD UNIT V,TABLET,ORAL,False,2015-04-08,True,VALTREX,20487,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3531
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,JUBILANT GENERICS,EQ 500MG BASE,A,201506,1,AB,"Apr 3, 2012",False,False,RX,JUBILANT GENERICS LTD,TABLET,ORAL,False,2012-04-03,True,VALTREX,20487,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3532
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,MYLAN PHARMS INC,EQ 500MG BASE,A,78518,1,AB,"May 24, 2010",False,False,RX,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,False,2010-05-24,True,VALTREX,20487,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3533
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,RISING,EQ 500MG BASE,A,79012,1,AB,"May 24, 2010",False,False,RX,RISING PHARMA HOLDINGS INC,TABLET,ORAL,False,2010-05-24,True,VALTREX,20487,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3534
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,SUN PHARM INDS LTD,EQ 500MG BASE,A,76588,1,AB,"Jan 31, 2007",False,False,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,False,2007-01-31,True,VALTREX,20487,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3535
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,YILING,EQ 500MG BASE,A,209553,1,AB,"Mar 18, 2020",False,False,RX,YILING PHARMACEUTICAL LTD,TABLET,ORAL,False,2020-03-18,True,VALTREX,20487,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3536
VALACYCLOVIR HYDROCHLORIDE,TABLET;ORAL,VALACYCLOVIR HYDROCHLORIDE,ZYDUS LIFESCIENCES,EQ 500MG BASE,A,79137,1,AB,"Dec 29, 2017",False,False,RX,ZYDUS LIFESCIENCES LTD,TABLET,ORAL,False,2017-12-29,True,VALTREX,20487,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3537
VALGANCICLOVIR HYDROCHLORIDE,TABLET;ORAL,VALGANCICLOVIR HYDROCHLORIDE,AJANTA PHARMA LTD,EQ 450MG BASE,A,212234,1,AB,"Dec 26, 2019",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2019-12-26,True,VALCYTE,21304,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3538
VALGANCICLOVIR HYDROCHLORIDE,TABLET;ORAL,VALGANCICLOVIR HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 450MG BASE,A,204750,1,AB,"Mar 31, 2016",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2016-03-31,True,VALCYTE,21304,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3539
VALGANCICLOVIR HYDROCHLORIDE,TABLET;ORAL,VALGANCICLOVIR HYDROCHLORIDE,DR REDDYS,EQ 450MG BASE,A,203511,1,AB,"Nov 4, 2014",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2014-11-04,True,VALCYTE,21304,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3540
VALGANCICLOVIR HYDROCHLORIDE,TABLET;ORAL,VALGANCICLOVIR HYDROCHLORIDE,DR REDDYS,EQ 450MG BASE,A,206876,1,AB,"Dec 12, 2017",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2017-12-12,True,VALCYTE,21304,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3541
VALGANCICLOVIR HYDROCHLORIDE,TABLET;ORAL,VALGANCICLOVIR HYDROCHLORIDE,HETERO LABS LTD V,EQ 450MG BASE,A,205166,1,AB,"Mar 18, 2016",False,False,RX,HETERO LABS LTD UNIT V,TABLET,ORAL,False,2016-03-18,True,VALCYTE,21304,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3542
VALGANCICLOVIR HYDROCHLORIDE,TABLET;ORAL,VALGANCICLOVIR HYDROCHLORIDE,SOMERSET THERAPS LLC,EQ 450MG BASE,A,212876,1,AB,"Jun 11, 2024",False,False,RX,SOMERSET THERAPEUTICS LLC,TABLET,ORAL,False,2024-06-11,True,VALCYTE,21304,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3543
VALGANCICLOVIR HYDROCHLORIDE,TABLET;ORAL,VALGANCICLOVIR HYDROCHLORIDE,SPH ZHONGXI PHARM,EQ 450MG BASE,A,218027,1,AB,"Apr 16, 2025",False,False,RX,SPH ZHONGXI PHARMACEUTICAL CO LTD,TABLET,ORAL,False,2025-04-16,True,VALCYTE,21304,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3544
VALGANCICLOVIR HYDROCHLORIDE,TABLET;ORAL,VALGANCICLOVIR HYDROCHLORIDE,STRIDES PHARMA INTL,EQ 450MG BASE,A,200790,1,AB,"Nov 4, 2014",False,False,RX,STRIDES PHARMA INTERNATIONAL AG,TABLET,ORAL,False,2014-11-04,True,VALCYTE,21304,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3545
SIMVASTATIN,TABLET;ORAL,SIMVASTATIN,LUPIN,20MG,A,78103,2,AB,"May 11, 2007",False,False,RX,LUPIN LTD,TABLET,ORAL,False,2007-05-11,True,ZOCOR,19766,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3546
SIMVASTATIN,TABLET;ORAL,SIMVASTATIN,HETERO LABS LTD III,20MG,A,200895,3,AB,"Nov 25, 2014",False,False,RX,HETERO LABS LTD UNIT III,TABLET,ORAL,False,2014-11-25,True,ZOCOR,19766,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3547
QUETIAPINE FUMARATE,TABLET;ORAL,QUETIAPINE FUMARATE,AUROBINDO PHARMA LTD,EQ 100MG BASE,A,91388,3,AB,"Mar 27, 2012",False,False,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2012-03-27,True,SEROQUEL,20639,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3548
RISPERIDONE,TABLET;ORAL,RISPERIDONE,PRINSTON INC,0.25MG,A,77493,1,AB,"Nov 29, 2011",False,False,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,False,2011-11-29,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3549
RISPERIDONE,TABLET;ORAL,RISPERIDONE,AJANTA PHARMA LTD,0.25MG,A,201003,1,AB,"Aug 24, 2011",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2011-08-24,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3550
RISPERIDONE,TABLET;ORAL,RISPERIDONE,AMNEAL,0.25MG,A,78071,1,AB,"Jun 17, 2009",False,False,RX,AMNEAL PHARMACEUTICALS LLC,TABLET,ORAL,False,2009-06-17,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3551
RISPERIDONE,TABLET;ORAL,RISPERIDONE,CHARTWELL MOLECULAR,0.25MG,A,77543,1,AB,"May 18, 2011",False,False,RX,CHARTWELL MOLECULAR HOLDINGS LLC,TABLET,ORAL,False,2011-05-18,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3552
RISPERIDONE,TABLET;ORAL,RISPERIDONE,DR REDDYS LABS LTD,0.25MG,A,76879,1,AB,"Oct 24, 2008",False,False,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2008-10-24,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3553
RISPERIDONE,TABLET;ORAL,RISPERIDONE,IPCA LABS LTD,0.25MG,A,205104,1,AB,"Jun 26, 2024",False,False,RX,IPCA LABORATORIES LTD,TABLET,ORAL,False,2024-06-26,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3554
RISPERIDONE,TABLET;ORAL,RISPERIDONE,JUBILANT CADISTA,0.25MG,A,78828,1,AB,"Mar 23, 2009",False,False,RX,JUBILANT CADISTA PHARMACEUTICALS INC,TABLET,ORAL,False,2009-03-23,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3555
RISPERIDONE,TABLET;ORAL,RISPERIDONE,NOVITIUM PHARMA,0.25MG,A,78871,1,AB,"Oct 9, 2008",False,False,RX,NOVITIUM PHARMA LLC,TABLET,ORAL,False,2008-10-09,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3556
RISPERIDONE,TABLET;ORAL,RISPERIDONE,RENATA,0.25MG,A,78707,1,AB,"Dec 29, 2008",False,False,RX,RENATA PLC,TABLET,ORAL,False,2008-12-29,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3557
RILUZOLE,TABLET;ORAL,RILUZOLE,IMPAX LABS,50MG,A,76173,1,AB,"Jan 29, 2003",False,False,RX,IMPAX LABORATORIES INC,TABLET,ORAL,False,2003-01-29,True,RILUTEK,20599,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3558
RISPERIDONE,TABLET;ORAL,RISPERIDONE,RISING,0.25MG,A,78269,1,AB,"Oct 8, 2008",False,False,RX,RISING PHARMA HOLDINGS INC,TABLET,ORAL,False,2008-10-08,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3559
RISPERIDONE,TABLET;ORAL,RISPERIDONE,SANDOZ,0.25MG,A,78528,1,AB,"Oct 16, 2009",False,False,RX,SANDOZ INC,TABLET,ORAL,False,2009-10-16,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3560
RISPERIDONE,TABLET;ORAL,RISPERIDONE,TORRENT PHARMS,0.25MG,A,79088,1,AB,"Oct 30, 2008",False,False,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,False,2008-10-30,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3561
RISPERIDONE,TABLET;ORAL,RISPERIDONE,ZYDUS PHARMS USA INC,0.25MG,A,78040,1,AB,"Oct 16, 2008",False,False,RX,ZYDUS PHARMACEUTICALS USA INC,TABLET,ORAL,False,2008-10-16,True,RISPERDAL,20272,8,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3562
RISPERIDONE,TABLET;ORAL,RISPERIDONE,AJANTA PHARMA LTD,0.5MG,A,201003,2,AB,"Aug 24, 2011",False,False,RX,AJANTA PHARMA LTD,TABLET,ORAL,False,2011-08-24,True,RISPERDAL,20272,7,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3563
RISPERIDONE,TABLET;ORAL,RISPERIDONE,AMNEAL,0.5MG,A,78071,2,AB,"Jun 17, 2009",False,False,RX,AMNEAL PHARMACEUTICALS LLC,TABLET,ORAL,False,2009-06-17,True,RISPERDAL,20272,7,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3564
RISPERIDONE,TABLET;ORAL,RISPERIDONE,CHARTWELL MOLECULAR,0.5MG,A,77543,2,AB,"May 18, 2011",False,False,RX,CHARTWELL MOLECULAR HOLDINGS LLC,TABLET,ORAL,False,2011-05-18,True,RISPERDAL,20272,7,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3565
RILUZOLE,TABLET;ORAL,RILUZOLE,KENTON,50MG,A,206045,1,AB,"Dec 9, 2019",False,False,RX,KENTON CHEMICALS AND PHARMACEUTICALS CORP,TABLET,ORAL,False,2019-12-09,True,RILUTEK,20599,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3566
RILUZOLE,TABLET;ORAL,RILUZOLE,GLENMARK PHARMS LTD,50MG,A,91394,1,AB,"Jun 18, 2013",False,False,RX,GLENMARK PHARMACEUTICALS LTD,TABLET,ORAL,False,2013-06-18,True,RILUTEK,20599,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3567
SEVELAMER CARBONATE,TABLET;ORAL,SEVELAMER CARBONATE,INVAGEN PHARMS,800MG,A,203860,1,AB,"Oct 26, 2017",False,False,RX,INVAGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2017-10-26,True,RENVELA,22127,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3568
SILDENAFIL CITRATE,TABLET;ORAL,SILDENAFIL CITRATE,AMNEAL PHARMS,EQ 20MG BASE,A,202025,1,AB,"Feb 28, 2013",False,False,RX,AMNEAL PHARMACEUTICALS,TABLET,ORAL,False,2013-02-28,True,REVATIO,21845,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3569
SEVELAMER CARBONATE,TABLET;ORAL,SEVELAMER CARBONATE,MICRO LABS,800MG,A,215537,1,AB,"Feb 7, 2022",False,False,RX,MICRO LABS LTD,TABLET,ORAL,False,2022-02-07,True,RENVELA,22127,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,0.0,0.8500000000000001,3570
